,Small Component,Big Component,Small2 Component,Big2 Component,Score
332,consensus independent component 96_s2,consensus independent component 74_big,consensus independent component 67_s1,consensus independent component 60_big,-0.5714596791762355
210,consensus independent component 40_s2,consensus independent component 26_big,consensus independent component 91_s1,consensus independent component 49_big,-0.5739036968996065
23,consensus independent component 110_s2,consensus independent component 121_big,consensus independent component 53_s1,consensus independent component 83_big,-0.5780199600970631
179,consensus independent component 27_s1,consensus independent component 107_big,consensus independent component 127_s2,consensus independent component 107_big,-0.5782475087474177
326,consensus independent component 93_s2,consensus independent component 90_big,consensus independent component 68_s1,consensus independent component 77_big,-0.5795946496445652
166,consensus independent component 20_s2,consensus independent component 22_big,consensus independent component 71_s1,consensus independent component 28_big,-0.5800687854211384
103,consensus independent component 14_s2,consensus independent component 42_big,consensus independent component 17_s1,consensus independent component 11_big,-0.58321779011869
259,consensus independent component 63_s1,consensus independent component 10_big,consensus independent component 4_s2,consensus independent component 10_big,-0.5838690382503835
160,consensus independent component 198_s2,consensus independent component 146_big,consensus independent component 57_s1,consensus independent component 45_big,-0.5843624328274528
142,consensus independent component 182_s2,consensus independent component 165_big,consensus independent component 71_s1,consensus independent component 28_big,-0.5848322861800291
245,consensus independent component 57_s1,consensus independent component 45_big,consensus independent component 15_s2,consensus independent component 81_big,-0.585830425758971
111,consensus independent component 157_s2,consensus independent component 146_big,consensus independent component 57_s1,consensus independent component 45_big,-0.5860310860343065
314,consensus independent component 88_s2,consensus independent component 102_big,consensus independent component 61_s1,consensus independent component 71_big,-0.5912923640904534
66,consensus independent component 130_s1,consensus independent component 156_big,consensus independent component 156_s2,consensus independent component 38_big,-0.5931959279424028
248,consensus independent component 58_s2,consensus independent component 86_big,consensus independent component 30_s1,consensus independent component 88_big,-0.5951651973277536
275,consensus independent component 70_s1,consensus independent component 156_big,consensus independent component 74_s2,consensus independent component 170_big,-0.5967957184644035
172,consensus independent component 23_s2,consensus independent component 13_big,consensus independent component 5_s1,consensus independent component 142_big,-0.5995533041436265
140,consensus independent component 180_s2,consensus independent component 165_big,consensus independent component 25_s1,consensus independent component 87_big,-0.6003320633967113
1,consensus independent component 100_s2,consensus independent component 76_big,consensus independent component 71_s1,consensus independent component 28_big,-0.6017775523207949
281,consensus independent component 73_s1,consensus independent component 133_big,consensus independent component 151_s2,consensus independent component 152_big,-0.6023155919821905
283,consensus independent component 74_s1,consensus independent component 141_big,consensus independent component 38_s2,consensus independent component 106_big,-0.6068527040813106
293,consensus independent component 79_s1,consensus independent component 113_big,consensus independent component 5_s2,consensus independent component 6_big,-0.6079044515494878
