,Small Component,Big Component,Small2 Component,Big2 Component,Score
2648,consensus independent component 57_Ovarian cancer,consensus independent component 124_big,consensus independent component 161_Lung cancer,consensus independent component 124_big,0.04668104380294963
3159,consensus independent component 81_Normal,consensus independent component 1817_big,consensus independent component 49_Sarcoma,consensus independent component 1148_big,0.04661227853348118
3004,consensus independent component 74_Breast cancer,consensus independent component 187_big,consensus independent component 17_Colorectal cancer,consensus independent component 187_big,0.04648053801329066
59,consensus independent component 103_Ovarian cancer,consensus independent component 2997_big,consensus independent component 134_Lung cancer,consensus independent component 2997_big,0.04619975246681014
1192,consensus independent component 190_Sarcoma,consensus independent component 2363_big,consensus independent component 52_Multiple myeloma,consensus independent component 451_big,0.04618030378321436
3319,consensus independent component 8_Renal cancer,consensus independent component 2365_big,consensus independent component 34_Brain cancer,consensus independent component 2365_big,0.04612225354506194
948,consensus independent component 167_Gastric cancer,consensus independent component 1166_big,consensus independent component 20_Normal,consensus independent component 1166_big,0.04589524752097557
907,consensus independent component 162_Melanoma,consensus independent component 3585_big,consensus independent component 14_Normal,consensus independent component 743_big,0.04586649050769612
1634,consensus independent component 27_Adrenal cancer,consensus independent component 28_big,consensus independent component 27_Brain cancer,consensus independent component 1800_big,0.045825820639687126
607,consensus independent component 13_Melanoma,consensus independent component 312_big,consensus independent component 48_HNSCC,consensus independent component 701_big,0.0454283403364118
975,consensus independent component 16_Gastric cancer,consensus independent component 1906_big,consensus independent component 113_Renal cancer,consensus independent component 92_big,0.045321786295451305
2039,consensus independent component 37_Brain cancer,consensus independent component 2848_big,consensus independent component 68_Sarcoma,consensus independent component 2781_big,0.04512575499422569
745,consensus independent component 14_Melanoma,consensus independent component 497_big,consensus independent component 95_Brain cancer,consensus independent component 497_big,0.044898512858718834
125,consensus independent component 108_Colorectal cancer,consensus independent component 1996_big,consensus independent component 14_Lung cancer,consensus independent component 1996_big,0.04480476205213335
278,consensus independent component 118_Colorectal cancer,consensus independent component 2789_big,consensus independent component 89_Lung cancer,consensus independent component 2789_big,0.04474831374878302
2905,consensus independent component 69_Multiple myeloma,consensus independent component 454_big,consensus independent component 28_Leukemia,consensus independent component 454_big,0.044575355966767705
2737,consensus independent component 60_HCC,consensus independent component 3185_big,consensus independent component 173_Colorectal cancer,consensus independent component 452_big,0.04456814518802196
3262,consensus independent component 87_Melanoma,consensus independent component 2892_big,consensus independent component 7_Brain cancer,consensus independent component 2208_big,0.04441657598661114
2998,consensus independent component 73_Ovarian cancer,consensus independent component 2011_big,consensus independent component 23_Colorectal cancer,consensus independent component 2011_big,0.04433032567308742
35,consensus independent component 102_Colorectal cancer,consensus independent component 168_big,consensus independent component 107_Gastric cancer,consensus independent component 168_big,0.04408561234006214
2025,consensus independent component 36_Prostate cancer,consensus independent component 40_big,consensus independent component 132_Colorectal cancer,consensus independent component 40_big,0.04387296560538173
374,consensus independent component 124_Colorectal cancer,consensus independent component 1394_big,consensus independent component 159_Lung cancer,consensus independent component 1167_big,0.04378750225431394
2999,consensus independent component 73_Prostate cancer,consensus independent component 445_big,consensus independent component 2_Normal,consensus independent component 445_big,0.04373040240918752
1663,consensus independent component 283_Sarcoma,consensus independent component 2713_big,consensus independent component 107_Colorectal cancer,consensus independent component 2713_big,0.04366166239957758
2075,consensus independent component 38_Lymphoma,consensus independent component 837_big,consensus independent component 21_Normal,consensus independent component 837_big,0.04350140136340286
3481,consensus independent component 9_Adrenal cancer,consensus independent component 3130_big,consensus independent component 58_Leukemia,consensus independent component 1857_big,0.04349516142698037
1547,consensus independent component 25_Lymphoma,consensus independent component 2844_big,consensus independent component 105_Lung cancer,consensus independent component 2844_big,0.04341918244647358
3122,consensus independent component 7_Myelodysplastic syndrome,consensus independent component 3414_big,consensus independent component 32_Leukemia,consensus independent component 3414_big,0.04338896686150989
2725,consensus independent component 5_Sarcoma,consensus independent component 3587_big,consensus independent component 47_Brain cancer,consensus independent component 3587_big,0.04337646110368651
3366,consensus independent component 92_Prostate cancer,consensus independent component 777_big,consensus independent component 143_Lung cancer,consensus independent component 777_big,0.043244104497230124
1004,consensus independent component 171_Sarcoma,consensus independent component 448_big,consensus independent component 22_Normal,consensus independent component 448_big,0.04323650205859808
463,consensus independent component 12_Normal,consensus independent component 3082_big,consensus independent component 108_Brain cancer,consensus independent component 3082_big,0.04295050412520318
383,consensus independent component 124_Renal cancer,consensus independent component 240_big,consensus independent component 19_Lung cancer,consensus independent component 240_big,0.04283367979158145
286,consensus independent component 118_Ovarian cancer,consensus independent component 810_big,consensus independent component 51_Colorectal cancer,consensus independent component 810_big,0.04278092705878955
3139,consensus independent component 80_Multiple myeloma,consensus independent component 3689_big,consensus independent component 6_Leukemia,consensus independent component 173_big,0.04233501101852305
3456,consensus independent component 98_Leukemia,consensus independent component 777_big,consensus independent component 143_Lung cancer,consensus independent component 777_big,0.04231600354019743
3409,consensus independent component 95_Lung cancer,consensus independent component 676_big,consensus independent component 9_Breast cancer,consensus independent component 162_big,0.04221833151996035
924,consensus independent component 164_Lymphoma,consensus independent component 302_big,consensus independent component 83_Multiple myeloma,consensus independent component 302_big,0.042197900812760036
2993,consensus independent component 73_Lymphoma,consensus independent component 947_big,consensus independent component 139_Lung cancer,consensus independent component 947_big,0.04191143114334972
11,consensus independent component 100_Normal,consensus independent component 150_big,consensus independent component 21_Prostate cancer,consensus independent component 481_big,0.04176811028634221
1046,consensus independent component 177_Colorectal cancer,consensus independent component 3043_big,consensus independent component 57_Lymphoma,consensus independent component 3043_big,0.041721038089025386
302,consensus independent component 11_Adrenal cancer,consensus independent component 521_big,consensus independent component 86_Multiple myeloma,consensus independent component 521_big,0.04169462750291977
2324,consensus independent component 46_Renal cancer,consensus independent component 3000_big,consensus independent component 211_Sarcoma,consensus independent component 3000_big,0.041685839263142926
892,consensus independent component 161_Breast cancer,consensus independent component 302_big,consensus independent component 130_Lung cancer,consensus independent component 1522_big,0.04166096021551485
2168,consensus independent component 41_Adrenal cancer,consensus independent component 2633_big,consensus independent component 178_Sarcoma,consensus independent component 92_big,0.04157383458028387
2864,consensus independent component 67_HNSCC,consensus independent component 448_big,consensus independent component 22_Normal,consensus independent component 448_big,0.04153300321899517
2067,consensus independent component 38_Brain cancer,consensus independent component 78_big,consensus independent component 55_Colorectal cancer,consensus independent component 78_big,0.041375016247375385
2850,consensus independent component 66_Melanoma,consensus independent component 1869_big,consensus independent component 154_Lung cancer,consensus independent component 1869_big,0.041286355145038756
1531,consensus independent component 257_Sarcoma,consensus independent component 1452_big,consensus independent component 124_Lung cancer,consensus independent component 155_big,0.04109576357229616
3402,consensus independent component 95_Brain cancer,consensus independent component 497_big,consensus independent component 50_Sarcoma,consensus independent component 2366_big,0.04105230348924452
674,consensus independent component 144_Sarcoma,consensus independent component 1150_big,consensus independent component 169_Colorectal cancer,consensus independent component 1150_big,0.04103558475919117
1982,consensus independent component 35_Adrenal cancer,consensus independent component 289_big,consensus independent component 127_Melanoma,consensus independent component 447_big,0.04089068058135453
2587,consensus independent component 55_Lymphoma,consensus independent component 777_big,consensus independent component 143_Lung cancer,consensus independent component 777_big,0.04077343862216465
1526,consensus independent component 256_Breast cancer,consensus independent component 1173_big,consensus independent component 47_HNSCC,consensus independent component 1173_big,0.040288791829795015
3015,consensus independent component 74_Normal,consensus independent component 462_big,consensus independent component 184_Breast cancer,consensus independent component 462_big,0.04008206098057787
2634,consensus independent component 57_Adrenal cancer,consensus independent component 855_big,consensus independent component 30_Lymphoma,consensus independent component 855_big,0.04004157624273463
2767,consensus independent component 61_Sarcoma,consensus independent component 2668_big,consensus independent component 71_Renal cancer,consensus independent component 338_big,0.03993332110878732
2754,consensus independent component 61_Gastric cancer,consensus independent component 433_big,consensus independent component 43_Colorectal cancer,consensus independent component 433_big,0.039859356189906214
2755,consensus independent component 61_HCC,consensus independent component 2082_big,consensus independent component 75_Colorectal cancer,consensus independent component 2082_big,0.039836043767790874
961,consensus independent component 168_Normal,consensus independent component 2038_big,consensus independent component 90_Lymphoma,consensus independent component 2034_big,0.0397698189580849
1219,consensus independent component 195_Sarcoma,consensus independent component 210_big,consensus independent component 48_HNSCC,consensus independent component 701_big,0.0396831949831659
2403,consensus independent component 49_Multiple myeloma,consensus independent component 459_big,consensus independent component 100_Lung cancer,consensus independent component 459_big,0.039668638409728674
2851,consensus independent component 66_Multiple myeloma,consensus independent component 2214_big,consensus independent component 128_Melanoma,consensus independent component 2214_big,0.0395322002781216
2264,consensus independent component 44_Myelodysplastic syndrome,consensus independent component 1806_big,consensus independent component 34_Multiple myeloma,consensus independent component 3266_big,0.039528987317093894
382,consensus independent component 124_Ovarian cancer,consensus independent component 2666_big,consensus independent component 158_Lung cancer,consensus independent component 2666_big,0.03952395272199699
2109,consensus independent component 39_Prostate cancer,consensus independent component 904_big,consensus independent component 149_Lung cancer,consensus independent component 86_big,0.039520486438173116
3461,consensus independent component 98_Ovarian cancer,consensus independent component 1617_big,consensus independent component 83_Colorectal cancer,consensus independent component 1514_big,0.03950019031929686
440,consensus independent component 129_Gastric cancer,consensus independent component 811_big,consensus independent component 56_Lung cancer,consensus independent component 633_big,0.03942796434018331
2960,consensus independent component 71_Myelodysplastic syndrome,consensus independent component 1522_big,consensus independent component 122_Lymphoma,consensus independent component 1522_big,0.0392870220035377
963,consensus independent component 169_Breast cancer,consensus independent component 2898_big,consensus independent component 151_Lung cancer,consensus independent component 2898_big,0.0390140169508022
1254,consensus independent component 1_Gastric cancer,consensus independent component 86_big,consensus independent component 15_HCC,consensus independent component 86_big,0.038895729754736943
2872,consensus independent component 67_Ovarian cancer,consensus independent component 1733_big,consensus independent component 150_Lung cancer,consensus independent component 28_big,0.038727873481212205
2671,consensus independent component 58_Lymphoma,consensus independent component 79_big,consensus independent component 51_Leukemia,consensus independent component 79_big,0.03870466978811149
211,consensus independent component 113_Brain cancer,consensus independent component 433_big,consensus independent component 30_Multiple myeloma,consensus independent component 433_big,0.03868995898372379
1276,consensus independent component 202_Sarcoma,consensus independent component 146_big,consensus independent component 88_Lung cancer,consensus independent component 146_big,0.03852461229767501
2815,consensus independent component 64_Multiple myeloma,consensus independent component 2011_big,consensus independent component 30_Leukemia,consensus independent component 2011_big,0.03842504760365656
1694,consensus independent component 28_Myelodysplastic syndrome,consensus independent component 253_big,consensus independent component 22_Leukemia,consensus independent component 253_big,0.03841345777529834
978,consensus independent component 16_Leukemia,consensus independent component 156_big,consensus independent component 299_Breast cancer,consensus independent component 145_big,0.03839972263330965
3383,consensus independent component 93_Renal cancer,consensus independent component 1280_big,consensus independent component 98_Gastric cancer,consensus independent component 701_big,0.03832497150289792
437,consensus independent component 129_Brain cancer,consensus independent component 423_big,consensus independent component 112_HNSCC,consensus independent component 454_big,0.038229101778420246
3382,consensus independent component 93_Prostate cancer,consensus independent component 3190_big,consensus independent component 147_Gastric cancer,consensus independent component 2997_big,0.03797415154533698
3343,consensus independent component 91_HNSCC,consensus independent component 945_big,consensus independent component 8_Normal,consensus independent component 945_big,0.037911914256799684
1031,consensus independent component 175_Gastric cancer,consensus independent component 2895_big,consensus independent component 112_HNSCC,consensus independent component 454_big,0.037910079720175766
2351,consensus independent component 47_Prostate cancer,consensus independent component 172_big,consensus independent component 85_Colorectal cancer,consensus independent component 186_big,0.03784622440707734
1068,consensus independent component 179_Sarcoma,consensus independent component 2844_big,consensus independent component 105_Lung cancer,consensus independent component 2844_big,0.0377974139132678
2963,consensus independent component 71_Prostate cancer,consensus independent component 76_big,consensus independent component 18_Multiple myeloma,consensus independent component 449_big,0.03770685188614589
2104,consensus independent component 39_Melanoma,consensus independent component 3433_big,consensus independent component 47_Normal,consensus independent component 7_big,0.037653333676611805
2161,consensus independent component 413_Normal,consensus independent component 1814_big,consensus independent component 19_Prostate cancer,consensus independent component 821_big,0.03748740559317672
260,consensus independent component 116_Ovarian cancer,consensus independent component 2856_big,consensus independent component 123_Colorectal cancer,consensus independent component 2856_big,0.03745404665601054
807,consensus independent component 154_Lung cancer,consensus independent component 1869_big,consensus independent component 103_Breast cancer,consensus independent component 1869_big,0.03744461268782484
2267,consensus independent component 44_Prostate cancer,consensus independent component 454_big,consensus independent component 11_Normal,consensus independent component 454_big,0.03728711333787896
292,consensus independent component 119_Gastric cancer,consensus independent component 454_big,consensus independent component 11_Normal,consensus independent component 454_big,0.037137554990783916
1480,consensus independent component 246_Sarcoma,consensus independent component 3628_big,consensus independent component 114_Colorectal cancer,consensus independent component 3628_big,0.037107722347708816
1130,consensus independent component 185_HCC,consensus independent component 1771_big,consensus independent component 156_Colorectal cancer,consensus independent component 1411_big,0.03702648995341047
3280,consensus independent component 88_Multiple myeloma,consensus independent component 2218_big,consensus independent component 314_Sarcoma,consensus independent component 2982_big,0.03682908641755231
2766,consensus independent component 61_Renal cancer,consensus independent component 2536_big,consensus independent component 177_Colorectal cancer,consensus independent component 3043_big,0.036768425958394094
3274,consensus independent component 88_HCC,consensus independent component 144_big,consensus independent component 2_Colorectal cancer,consensus independent component 144_big,0.03676342978874769
525,consensus independent component 134_HNSCC,consensus independent component 158_big,consensus independent component 10_Lung cancer,consensus independent component 158_big,0.03673711084564535
6,consensus independent component 100_HNSCC,consensus independent component 3587_big,consensus independent component 74_Prostate cancer,consensus independent component 3587_big,0.03673307917114968
2854,consensus independent component 66_Ovarian cancer,consensus independent component 161_big,consensus independent component 28_Lung cancer,consensus independent component 161_big,0.03651439895432845
2536,consensus independent component 53_Ovarian cancer,consensus independent component 684_big,consensus independent component 34_Breast cancer,consensus independent component 684_big,0.036392151607092804
625,consensus independent component 140_Ovarian cancer,consensus independent component 3651_big,consensus independent component 95_Lung cancer,consensus independent component 676_big,0.03625204725863747
1810,consensus independent component 30_Ovarian cancer,consensus independent component 1530_big,consensus independent component 123_Breast cancer,consensus independent component 2997_big,0.03612513547418403
3235,consensus independent component 86_Adrenal cancer,consensus independent component 6_big,consensus independent component 90_Renal cancer,consensus independent component 318_big,0.036113051973860416
804,consensus independent component 154_Gastric cancer,consensus independent component 3359_big,consensus independent component 111_Lymphoma,consensus independent component 1258_big,0.03603137482622282
3094,consensus independent component 79_Breast cancer,consensus independent component 3082_big,consensus independent component 108_Brain cancer,consensus independent component 3082_big,0.035979692283573006
922,consensus independent component 164_HCC,consensus independent component 3630_big,consensus independent component 60_HNSCC,consensus independent component 3587_big,0.035899208418013945
2650,consensus independent component 57_Renal cancer,consensus independent component 1488_big,consensus independent component 112_HNSCC,consensus independent component 454_big,0.035677972820556125
1327,consensus independent component 213_Sarcoma,consensus independent component 318_big,consensus independent component 42_Brain cancer,consensus independent component 318_big,0.035537630278248133
1426,consensus independent component 234_Sarcoma,consensus independent component 2040_big,consensus independent component 131_Ovarian cancer,consensus independent component 2113_big,0.03550621334883973
3132,consensus independent component 80_Gastric cancer,consensus independent component 446_big,consensus independent component 80_Sarcoma,consensus independent component 347_big,0.03538664988076419
972,consensus independent component 16_Brain cancer,consensus independent component 459_big,consensus independent component 100_Lung cancer,consensus independent component 459_big,0.035376828799671856
977,consensus independent component 16_HNSCC,consensus independent component 701_big,consensus independent component 41_Colorectal cancer,consensus independent component 1258_big,0.03528142377742986
1777,consensus independent component 303_Sarcoma,consensus independent component 1819_big,consensus independent component 145_Colorectal cancer,consensus independent component 1819_big,0.035241333774128636
1075,consensus independent component 17_HNSCC,consensus independent component 1971_big,consensus independent component 38_Gastric cancer,consensus independent component 26_big,0.03522280651490045
2373,consensus independent component 48_Lymphoma,consensus independent component 78_big,consensus independent component 55_Colorectal cancer,consensus independent component 78_big,0.035110797843471264
3333,consensus independent component 90_Ovarian cancer,consensus independent component 2886_big,consensus independent component 133_Colorectal cancer,consensus independent component 2886_big,0.03496175695984066
445,consensus independent component 129_Melanoma,consensus independent component 445_big,consensus independent component 10_HNSCC,consensus independent component 445_big,0.03470273931242229
52,consensus independent component 103_Gastric cancer,consensus independent component 452_big,consensus independent component 36_Lung cancer,consensus independent component 452_big,0.0345556614120624
1135,consensus independent component 186_Breast cancer,consensus independent component 2219_big,consensus independent component 82_Lymphoma,consensus independent component 3014_big,0.03439061504090477
2836,consensus independent component 65_Ovarian cancer,consensus independent component 186_big,consensus independent component 85_Colorectal cancer,consensus independent component 186_big,0.03426740471333556
1624,consensus independent component 276_Sarcoma,consensus independent component 1733_big,consensus independent component 150_Lung cancer,consensus independent component 28_big,0.034185261669828104
3033,consensus independent component 75_Normal,consensus independent component 2962_big,consensus independent component 94_Sarcoma,consensus independent component 3129_big,0.034119752382744034
3038,consensus independent component 76_Adrenal cancer,consensus independent component 945_big,consensus independent component 79_Prostate cancer,consensus independent component 3266_big,0.03396367068014457
234,consensus independent component 114_Ovarian cancer,consensus independent component 117_big,consensus independent component 101_Lung cancer,consensus independent component 432_big,0.03388068044214865
3248,consensus independent component 86_Ovarian cancer,consensus independent component 1176_big,consensus independent component 47_Leukemia,consensus independent component 1955_big,0.03381395932805395
462,consensus independent component 12_Myelodysplastic syndrome,consensus independent component 3718_big,consensus independent component 93_Leukemia,consensus independent component 3718_big,0.033813018807718254
1241,consensus independent component 19_Lymphoma,consensus independent component 3647_big,consensus independent component 37_Multiple myeloma,consensus independent component 2218_big,0.03357236141163422
171,consensus independent component 110_Colorectal cancer,consensus independent component 55_big,consensus independent component 190_Breast cancer,consensus independent component 373_big,0.033493610547077446
3278,consensus independent component 88_Lymphoma,consensus independent component 2527_big,consensus independent component 95_Colorectal cancer,consensus independent component 2527_big,0.033478369883156944
3318,consensus independent component 8_Prostate cancer,consensus independent component 298_big,consensus independent component 12_Lung cancer,consensus independent component 298_big,0.033414964585901374
1938,consensus independent component 33_Myelodysplastic syndrome,consensus independent component 2888_big,consensus independent component 12_Leukemia,consensus independent component 2888_big,0.033277065014939766
1207,consensus independent component 193_Lung cancer,consensus independent component 3724_big,consensus independent component 241_Breast cancer,consensus independent component 807_big,0.033216655939056705
913,consensus independent component 163_HCC,consensus independent component 452_big,consensus independent component 51_Adrenal cancer,consensus independent component 810_big,0.03317490398742662
2225,consensus independent component 43_Brain cancer,consensus independent component 945_big,consensus independent component 62_Colorectal cancer,consensus independent component 945_big,0.03305729753371878
1155,consensus independent component 188_Lung cancer,consensus independent component 2505_big,consensus independent component 31_Multiple myeloma,consensus independent component 945_big,0.03297567628277703
2443,consensus independent component 50_HCC,consensus independent component 1290_big,consensus independent component 68_Renal cancer,consensus independent component 947_big,0.03271229027643707
3231,consensus independent component 85_Ovarian cancer,consensus independent component 172_big,consensus independent component 4_Lung cancer,consensus independent component 172_big,0.0327024341438773
269,consensus independent component 117_Lung cancer,consensus independent component 805_big,consensus independent component 103_Colorectal cancer,consensus independent component 805_big,0.03267621863870118
2155,consensus independent component 40_Prostate cancer,consensus independent component 2772_big,consensus independent component 98_Colorectal cancer,consensus independent component 2372_big,0.032630748755502675
3113,consensus independent component 7_Colorectal cancer,consensus independent component 112_big,consensus independent component 217_Breast cancer,consensus independent component 112_big,0.03242760771496622
1270,consensus independent component 200_Sarcoma,consensus independent component 777_big,consensus independent component 143_Lung cancer,consensus independent component 777_big,0.032427483365473464
627,consensus independent component 141_Brain cancer,consensus independent component 145_big,consensus independent component 16_Leukemia,consensus independent component 156_big,0.03237231775385757
2294,consensus independent component 45_Ovarian cancer,consensus independent component 256_big,consensus independent component 63_Lung cancer,consensus independent component 256_big,0.032281738345925015
2559,consensus independent component 54_Lymphoma,consensus independent component 2898_big,consensus independent component 169_Breast cancer,consensus independent component 2898_big,0.03226385490134831
3054,consensus independent component 76_Renal cancer,consensus independent component 146_big,consensus independent component 88_Lung cancer,consensus independent component 146_big,0.03199858913290282
1262,consensus independent component 1_Myelodysplastic syndrome,consensus independent component 1751_big,consensus independent component 46_Leukemia,consensus independent component 1751_big,0.03186757339739492
1390,consensus independent component 228_Sarcoma,consensus independent component 337_big,consensus independent component 56_Colorectal cancer,consensus independent component 337_big,0.03173614151520843
253,consensus independent component 116_Gastric cancer,consensus independent component 1916_big,consensus independent component 192_Lung cancer,consensus independent component 562_big,0.03160422002584082
158,consensus independent component 10_Lung cancer,consensus independent component 158_big,consensus independent component 171_Colorectal cancer,consensus independent component 158_big,0.031577655863563314
3158,consensus independent component 81_Myelodysplastic syndrome,consensus independent component 240_big,consensus independent component 90_Renal cancer,consensus independent component 318_big,0.03155138601987108
670,consensus independent component 144_Lymphoma,consensus independent component 1819_big,consensus independent component 145_Colorectal cancer,consensus independent component 1819_big,0.03111788317757519
3136,consensus independent component 80_Lung cancer,consensus independent component 2757_big,consensus independent component 96_Breast cancer,consensus independent component 2757_big,0.031100818946550368
2475,consensus independent component 51_Lymphoma,consensus independent component 3307_big,consensus independent component 96_Lung cancer,consensus independent component 3307_big,0.030874312227056055
3053,consensus independent component 76_Prostate cancer,consensus independent component 445_big,consensus independent component 2_Normal,consensus independent component 445_big,0.030841203700631703
3485,consensus independent component 9_Gastric cancer,consensus independent component 855_big,consensus independent component 30_Lymphoma,consensus independent component 855_big,0.030817685319839624
210,consensus independent component 113_Adrenal cancer,consensus independent component 572_big,consensus independent component 107_Sarcoma,consensus independent component 2939_big,0.030580237419928172
1194,consensus independent component 191_Gastric cancer,consensus independent component 3425_big,consensus independent component 144_Colorectal cancer,consensus independent component 3425_big,0.03053040855832051
218,consensus independent component 113_Lymphoma,consensus independent component 2011_big,consensus independent component 211_Breast cancer,consensus independent component 2011_big,0.030307545789390877
784,consensus independent component 152_Lymphoma,consensus independent component 3674_big,consensus independent component 168_Lung cancer,consensus independent component 3674_big,0.0302595902216366
1969,consensus independent component 34_Prostate cancer,consensus independent component 701_big,consensus independent component 25_Lung cancer,consensus independent component 701_big,0.03016528642766597
1099,consensus independent component 181_Lung cancer,consensus independent component 2011_big,consensus independent component 211_Breast cancer,consensus independent component 2011_big,0.030125025039826614
1630,consensus independent component 278_Sarcoma,consensus independent component 1625_big,consensus independent component 87_Colorectal cancer,consensus independent component 789_big,0.03004991619548064
3140,consensus independent component 80_Myelodysplastic syndrome,consensus independent component 1519_big,consensus independent component 106_Brain cancer,consensus independent component 1519_big,0.029987596346416567
1692,consensus independent component 28_Melanoma,consensus independent component 221_big,consensus independent component 32_Brain cancer,consensus independent component 842_big,0.029839664036156233
3157,consensus independent component 81_Multiple myeloma,consensus independent component 633_big,consensus independent component 56_Lung cancer,consensus independent component 633_big,0.02939034862068246
3006,consensus independent component 74_Gastric cancer,consensus independent component 3587_big,consensus independent component 129_Colorectal cancer,consensus independent component 3587_big,0.029145410145113182
1240,consensus independent component 19_Lung cancer,consensus independent component 240_big,consensus independent component 6_Brain cancer,consensus independent component 240_big,0.029105984420856323
1613,consensus independent component 273_Breast cancer,consensus independent component 874_big,consensus independent component 6_Renal cancer,consensus independent component 1470_big,0.028799396788856547
2564,consensus independent component 54_Ovarian cancer,consensus independent component 2757_big,consensus independent component 96_Breast cancer,consensus independent component 2757_big,0.02877744841423885
681,consensus independent component 145_Lung cancer,consensus independent component 2761_big,consensus independent component 139_Breast cancer,consensus independent component 433_big,0.028694413525565732
116,consensus independent component 107_Lymphoma,consensus independent component 216_big,consensus independent component 20_Normal,consensus independent component 1166_big,0.02868073789413056
983,consensus independent component 16_Myelodysplastic syndrome,consensus independent component 340_big,consensus independent component 41_Leukemia,consensus independent component 340_big,0.028663100917352302
753,consensus independent component 150_Brain cancer,consensus independent component 3341_big,consensus independent component 2_Normal,consensus independent component 445_big,0.02862612638961337
2619,consensus independent component 56_Normal,consensus independent component 1441_big,consensus independent component 10_Breast cancer,consensus independent component 37_big,0.028622979299098163
2066,consensus independent component 38_Adrenal cancer,consensus independent component 3254_big,consensus independent component 186_Lung cancer,consensus independent component 447_big,0.028621033308298724
2808,consensus independent component 64_Gastric cancer,consensus independent component 3269_big,consensus independent component 182_Colorectal cancer,consensus independent component 1258_big,0.028594413011517272
3170,consensus independent component 82_HNSCC,consensus independent component 146_big,consensus independent component 88_Lung cancer,consensus independent component 146_big,0.0283846174071134
1364,consensus independent component 220_Breast cancer,consensus independent component 2785_big,consensus independent component 170_Normal,consensus independent component 2785_big,0.028383958896319783
648,consensus independent component 142_Normal,consensus independent component 3540_big,consensus independent component 263_Sarcoma,consensus independent component 1226_big,0.028257423489363356
411,consensus independent component 127_Brain cancer,consensus independent component 1522_big,consensus independent component 38_Normal,consensus independent component 1522_big,0.028155254569015575
2930,consensus independent component 70_Adrenal cancer,consensus independent component 3256_big,consensus independent component 131_Ovarian cancer,consensus independent component 2113_big,0.028153814961339604
2123,consensus independent component 3_Multiple myeloma,consensus independent component 777_big,consensus independent component 143_Lung cancer,consensus independent component 777_big,0.02804198399336799
2504,consensus independent component 52_Melanoma,consensus independent component 2011_big,consensus independent component 211_Breast cancer,consensus independent component 2011_big,0.027913761066950427
3193,consensus independent component 83_Multiple myeloma,consensus independent component 302_big,consensus independent component 164_Lymphoma,consensus independent component 302_big,0.027833620623575916
2964,consensus independent component 71_Renal cancer,consensus independent component 338_big,consensus independent component 314_Breast cancer,consensus independent component 338_big,0.027788731152937396
3265,consensus independent component 87_Ovarian cancer,consensus independent component 2208_big,consensus independent component 140_Lung cancer,consensus independent component 2386_big,0.02771358721631785
2515,consensus independent component 533_Normal,consensus independent component 2999_big,consensus independent component 54_Prostate cancer,consensus independent component 2765_big,0.027712501225938546
1799,consensus independent component 30_Colorectal cancer,consensus independent component 257_big,consensus independent component 86_Brain cancer,consensus independent component 257_big,0.02771099772847585
1735,consensus independent component 29_HCC,consensus independent component 1350_big,consensus independent component 21_Gastric cancer,consensus independent component 83_big,0.02766739530818249
819,consensus independent component 155_Lung cancer,consensus independent component 637_big,consensus independent component 34_Breast cancer,consensus independent component 684_big,0.027656218742913796
203,consensus independent component 112_Lung cancer,consensus independent component 2792_big,consensus independent component 107_Colorectal cancer,consensus independent component 2713_big,0.027618722145026586
1993,consensus independent component 35_Multiple myeloma,consensus independent component 1514_big,consensus independent component 83_Colorectal cancer,consensus independent component 1514_big,0.02754394510273317
2678,consensus independent component 58_Renal cancer,consensus independent component 3386_big,consensus independent component 303_Breast cancer,consensus independent component 2997_big,0.027539043459169507
565,consensus independent component 137_Lung cancer,consensus independent component 821_big,consensus independent component 59_Brain cancer,consensus independent component 821_big,0.027460621743742086
908,consensus independent component 162_Normal,consensus independent component 261_big,consensus independent component 27_Myelodysplastic syndrome,consensus independent component 204_big,0.02744693206007133
2052,consensus independent component 37_Ovarian cancer,consensus independent component 136_big,consensus independent component 7_Brain cancer,consensus independent component 2208_big,0.027084076989914385
2180,consensus independent component 41_Myelodysplastic syndrome,consensus independent component 1518_big,consensus independent component 36_Leukemia,consensus independent component 1518_big,0.02697489473978293
3325,consensus independent component 90_Gastric cancer,consensus independent component 829_big,consensus independent component 171_Colorectal cancer,consensus independent component 158_big,0.026760398969529392
1228,consensus independent component 198_Sarcoma,consensus independent component 1286_big,consensus independent component 122_Lung cancer,consensus independent component 3190_big,0.026651455164517973
2794,consensus independent component 63_Lung cancer,consensus independent component 256_big,consensus independent component 288_Breast cancer,consensus independent component 256_big,0.026522456585458043
1183,consensus independent component 18_Renal cancer,consensus independent component 3710_big,consensus independent component 3_HCC,consensus independent component 947_big,0.026206378307261607
1358,consensus independent component 21_Myelodysplastic syndrome,consensus independent component 40_big,consensus independent component 132_Colorectal cancer,consensus independent component 40_big,0.026167248661498027
880,consensus independent component 15_Prostate cancer,consensus independent component 1172_big,consensus independent component 60_Brain cancer,consensus independent component 2844_big,0.026099842506630916
2782,consensus independent component 62_Ovarian cancer,consensus independent component 1167_big,consensus independent component 147_Colorectal cancer,consensus independent component 1167_big,0.026003632845543856
3464,consensus independent component 98_Sarcoma,consensus independent component 457_big,consensus independent component 44_Colorectal cancer,consensus independent component 457_big,0.02597015985294665
1210,consensus independent component 193_Sarcoma,consensus independent component 842_big,consensus independent component 32_Brain cancer,consensus independent component 842_big,0.025953041321886583
