,Small Component,Big Component,Small2 Component,Big2 Component,Score
490,consensus independent component 210_s3,consensus independent component 49_big,consensus independent component 186_s1,consensus independent component 156_big,0.550133000813738
665,consensus independent component 250_s2,consensus independent component 89_big,consensus independent component 4_s4,consensus independent component 89_big,0.5472957814342461
37,consensus independent component 109_s2,consensus independent component 124_big,consensus independent component 36_s1,consensus independent component 154_big,0.5448541087922362
1358,consensus independent component 85_s1,consensus independent component 163_big,consensus independent component 88_s3,consensus independent component 150_big,0.5307629825385711
1099,consensus independent component 348_s4,consensus independent component 112_big,consensus independent component 291_s1,consensus independent component 101_big,0.5227746410395518
1019,consensus independent component 32_s4,consensus independent component 150_big,consensus independent component 80_s1,consensus independent component 150_big,0.5132820871201823
844,consensus independent component 291_s1,consensus independent component 101_big,consensus independent component 348_s4,consensus independent component 112_big,0.5090625314195135
941,consensus independent component 312_s2,consensus independent component 112_big,consensus independent component 348_s4,consensus independent component 112_big,0.508884715454162
1293,consensus independent component 6_s4,consensus independent component 154_big,consensus independent component 109_s2,consensus independent component 124_big,0.49508064123193374
1142,consensus independent component 36_s1,consensus independent component 154_big,consensus independent component 109_s2,consensus independent component 124_big,0.4939365783023632
1372,consensus independent component 88_s3,consensus independent component 150_big,consensus independent component 85_s1,consensus independent component 163_big,0.48843209038840296
340,consensus independent component 178_s1,consensus independent component 89_big,consensus independent component 250_s2,consensus independent component 89_big,0.4873810630334331
236,consensus independent component 154_s1,consensus independent component 111_big,consensus independent component 102_s4,consensus independent component 111_big,0.48654691315274834
180,consensus independent component 141_s1,consensus independent component 163_big,consensus independent component 12_s4,consensus independent component 163_big,0.4856463378202219
449,consensus independent component 201_s2,consensus independent component 111_big,consensus independent component 102_s4,consensus independent component 111_big,0.47239101042444953
906,consensus independent component 304_s3,consensus independent component 111_big,consensus independent component 102_s4,consensus independent component 111_big,0.46529349493910344
11,consensus independent component 102_s4,consensus independent component 111_big,consensus independent component 201_s2,consensus independent component 111_big,0.4648554046295599
131,consensus independent component 12_s4,consensus independent component 163_big,consensus independent component 141_s1,consensus independent component 163_big,0.46121822854658584
1404,consensus independent component 95_s3,consensus independent component 89_big,consensus independent component 4_s4,consensus independent component 89_big,0.4611441918819434
1042,consensus independent component 335_s3,consensus independent component 41_big,consensus independent component 291_s1,consensus independent component 101_big,0.45853601992110216
1085,consensus independent component 345_s2,consensus independent component 168_big,consensus independent component 354_s4,consensus independent component 97_big,0.449205510298236
1291,consensus independent component 6_s2,consensus independent component 163_big,consensus independent component 84_s3,consensus independent component 124_big,0.44078491606224623
660,consensus independent component 24_s1,consensus independent component 39_big,consensus independent component 29_s4,consensus independent component 7_big,0.43956090412714005
1356,consensus independent component 84_s3,consensus independent component 124_big,consensus independent component 6_s2,consensus independent component 163_big,0.4390957969030751
295,consensus independent component 167_s4,consensus independent component 40_big,consensus independent component 71_s1,consensus independent component 76_big,0.42718390852709986
577,consensus independent component 230_s2,consensus independent component 67_big,consensus independent component 188_s3,consensus independent component 67_big,0.4215805073172813
934,consensus independent component 310_s3,consensus independent component 168_big,consensus independent component 307_s1,consensus independent component 72_big,0.41805384893280423
447,consensus independent component 200_s4,consensus independent component 85_big,consensus independent component 352_s3,consensus independent component 146_big,0.4171890413768463
386,consensus independent component 188_s3,consensus independent component 67_big,consensus independent component 230_s2,consensus independent component 67_big,0.4122243243518491
984,consensus independent component 322_s1,consensus independent component 161_big,consensus independent component 273_s2,consensus independent component 108_big,0.40807840375181037
1386,consensus independent component 91_s1,consensus independent component 163_big,consensus independent component 101_s4,consensus independent component 150_big,0.4024744735701814
1298,consensus independent component 71_s1,consensus independent component 76_big,consensus independent component 167_s4,consensus independent component 40_big,0.4024245134630525
883,consensus independent component 29_s4,consensus independent component 7_big,consensus independent component 24_s1,consensus independent component 39_big,0.402012761080144
916,consensus independent component 307_s1,consensus independent component 72_big,consensus independent component 310_s3,consensus independent component 168_big,0.3921638789856855
765,consensus independent component 273_s2,consensus independent component 108_big,consensus independent component 322_s1,consensus independent component 161_big,0.3872830480317969
956,consensus independent component 316_s1,consensus independent component 20_big,consensus independent component 248_s3,consensus independent component 72_big,0.3843582230129502
1118,consensus independent component 352_s3,consensus independent component 146_big,consensus independent component 200_s4,consensus independent component 85_big,0.3820712518037965
769,consensus independent component 274_s2,consensus independent component 54_big,consensus independent component 140_s3,consensus independent component 54_big,0.3623427195834492
654,consensus independent component 248_s3,consensus independent component 72_big,consensus independent component 316_s1,consensus independent component 20_big,0.3571064095266421
360,consensus independent component 182_s1,consensus independent component 67_big,consensus independent component 122_s3,consensus independent component 121_big,0.3530779039818762
64,consensus independent component 115_s1,consensus independent component 23_big,consensus independent component 174_s3,consensus independent component 23_big,0.3476831444938555
1064,consensus independent component 340_s1,consensus independent component 153_big,consensus independent component 311_s2,consensus independent component 44_big,0.34625865197902056
1077,consensus independent component 343_s2,consensus independent component 161_big,consensus independent component 308_s1,consensus independent component 74_big,0.3426588225227166
7,consensus independent component 101_s4,consensus independent component 150_big,consensus independent component 91_s1,consensus independent component 163_big,0.3421755072904471
1073,consensus independent component 342_s2,consensus independent component 150_big,consensus independent component 307_s1,consensus independent component 72_big,0.3369540670270298
889,consensus independent component 300_s2,consensus independent component 2_big,consensus independent component 238_s1,consensus independent component 30_big,0.3346371692735698
190,consensus independent component 143_s3,consensus independent component 170_big,consensus independent component 80_s1,consensus independent component 150_big,0.3336828549011995
937,consensus independent component 311_s2,consensus independent component 44_big,consensus independent component 340_s1,consensus independent component 153_big,0.33078941029212167
326,consensus independent component 174_s3,consensus independent component 23_big,consensus independent component 115_s1,consensus independent component 23_big,0.3288091107814895
551,consensus independent component 224_s4,consensus independent component 168_big,consensus independent component 84_s3,consensus independent component 124_big,0.3273677275324808
485,consensus independent component 20_s2,consensus independent component 89_big,consensus independent component 179_s4,consensus independent component 54_big,0.3249956198144204
1396,consensus independent component 93_s3,consensus independent component 154_big,consensus independent component 20_s1,consensus independent component 154_big,0.3233472888418277
110,consensus independent component 125_s3,consensus independent component 34_big,consensus independent component 255_s2,consensus independent component 32_big,0.32181350406601444
1207,consensus independent component 50_s2,consensus independent component 150_big,consensus independent component 85_s1,consensus independent component 163_big,0.3204891930941717
1337,consensus independent component 7_s4,consensus independent component 150_big,consensus independent component 88_s3,consensus independent component 150_big,0.31487911758356674
1385,consensus independent component 90_s4,consensus independent component 153_big,consensus independent component 224_s1,consensus independent component 150_big,0.30547289727148225
136,consensus independent component 131_s1,consensus independent component 31_big,consensus independent component 249_s4,consensus independent component 31_big,0.30285451550682896
685,consensus independent component 255_s2,consensus independent component 32_big,consensus independent component 125_s3,consensus independent component 34_big,0.3024170478073121
548,consensus independent component 224_s1,consensus independent component 150_big,consensus independent component 90_s4,consensus independent component 153_big,0.30151899381353287
1041,consensus independent component 335_s2,consensus independent component 160_big,consensus independent component 321_s3,consensus independent component 36_big,0.3003884468782224
938,consensus independent component 311_s3,consensus independent component 2_big,consensus independent component 238_s1,consensus independent component 30_big,0.3003681548730426
368,consensus independent component 184_s1,consensus independent component 89_big,consensus independent component 20_s2,consensus independent component 89_big,0.29979891916942014
119,consensus independent component 127_s4,consensus independent component 35_big,consensus independent component 174_s3,consensus independent component 23_big,0.2974848468945513
238,consensus independent component 154_s3,consensus independent component 18_big,consensus independent component 178_s1,consensus independent component 89_big,0.29714026644593805
695,consensus independent component 257_s4,consensus independent component 2_big,consensus independent component 238_s1,consensus independent component 30_big,0.2945742731038993
175,consensus independent component 13_s4,consensus independent component 167_big,consensus independent component 118_s2,consensus independent component 141_big,0.292220380449023
176,consensus independent component 140_s1,consensus independent component 141_big,consensus independent component 54_s4,consensus independent component 141_big,0.2903764496164485
982,consensus independent component 321_s3,consensus independent component 36_big,consensus independent component 258_s1,consensus independent component 36_big,0.2897138524220752
648,consensus independent component 247_s1,consensus independent component 111_big,consensus independent component 224_s3,consensus independent component 111_big,0.2873410351204051
473,consensus independent component 207_s2,consensus independent component 141_big,consensus independent component 54_s4,consensus independent component 141_big,0.2855671504571647
499,consensus independent component 212_s4,consensus independent component 60_big,consensus independent component 329_s2,consensus independent component 60_big,0.28521292251359376
347,consensus independent component 179_s4,consensus independent component 54_big,consensus independent component 121_s3,consensus independent component 163_big,0.28338767048087987
790,consensus independent component 279_s3,consensus independent component 26_big,consensus independent component 356_s4,consensus independent component 83_big,0.28000463940076625
1024,consensus independent component 331_s1,consensus independent component 67_big,consensus independent component 188_s3,consensus independent component 67_big,0.27986074728946914
1304,consensus independent component 72_s3,consensus independent component 18_big,consensus independent component 163_s2,consensus independent component 138_big,0.2794536286636834
1235,consensus independent component 57_s2,consensus independent component 66_big,consensus independent component 32_s1,consensus independent component 72_big,0.27785250604763223
853,consensus independent component 293_s2,consensus independent component 52_big,consensus independent component 4_s4,consensus independent component 89_big,0.277451193626765
1068,consensus independent component 341_s1,consensus independent component 19_big,consensus independent component 162_s3,consensus independent component 72_big,0.2774225539336447
1016,consensus independent component 32_s1,consensus independent component 72_big,consensus independent component 57_s2,consensus independent component 66_big,0.273882814113622
633,consensus independent component 243_s2,consensus independent component 125_big,consensus independent component 193_s3,consensus independent component 125_big,0.270431323204164
1398,consensus independent component 94_s1,consensus independent component 54_big,consensus independent component 140_s3,consensus independent component 54_big,0.26942673242192244
999,consensus independent component 325_s4,consensus independent component 153_big,consensus independent component 5_s1,consensus independent component 156_big,0.26925813970339224
1002,consensus independent component 326_s3,consensus independent component 112_big,consensus independent component 181_s2,consensus independent component 54_big,0.2658503841304638
359,consensus independent component 181_s4,consensus independent component 162_big,consensus independent component 100_s3,consensus independent component 167_big,0.265434992757417
578,consensus independent component 230_s3,consensus independent component 55_big,consensus independent component 171_s4,consensus independent component 55_big,0.26509955585212563
659,consensus independent component 249_s4,consensus independent component 31_big,consensus independent component 131_s1,consensus independent component 31_big,0.2650813931176056
237,consensus independent component 154_s2,consensus independent component 150_big,consensus independent component 124_s1,consensus independent component 150_big,0.26450241597847074
98,consensus independent component 122_s3,consensus independent component 121_big,consensus independent component 182_s1,consensus independent component 67_big,0.26415802031507674
178,consensus independent component 140_s3,consensus independent component 54_big,consensus independent component 274_s2,consensus independent component 54_big,0.26338438544618303
401,consensus independent component 191_s2,consensus independent component 6_big,consensus independent component 77_s4,consensus independent component 19_big,0.2601738455475947
193,consensus independent component 144_s2,consensus independent component 67_big,consensus independent component 122_s3,consensus independent component 121_big,0.2596832815032271
756,consensus independent component 271_s1,consensus independent component 167_big,consensus independent component 304_s2,consensus independent component 167_big,0.25891867986523565
138,consensus independent component 131_s3,consensus independent component 78_big,consensus independent component 90_s4,consensus independent component 153_big,0.25614896534535364
163,consensus independent component 137_s4,consensus independent component 163_big,consensus independent component 154_s2,consensus independent component 150_big,0.2547001841309185
574,consensus independent component 22_s3,consensus independent component 105_big,consensus independent component 66_s2,consensus independent component 6_big,0.25379131124841586
166,consensus independent component 138_s3,consensus independent component 30_big,consensus independent component 283_s4,consensus independent component 30_big,0.2530168493649374
550,consensus independent component 224_s3,consensus independent component 111_big,consensus independent component 247_s1,consensus independent component 111_big,0.25263613494637005
374,consensus independent component 185_s3,consensus independent component 141_big,consensus independent component 118_s2,consensus independent component 141_big,0.25061556681346414
1246,consensus independent component 5_s1,consensus independent component 156_big,consensus independent component 325_s4,consensus independent component 153_big,0.25000239276382313
700,consensus independent component 259_s1,consensus independent component 1_big,consensus independent component 264_s4,consensus independent component 54_big,0.24946711726122034
234,consensus independent component 153_s3,consensus independent component 112_big,consensus independent component 154_s2,consensus independent component 150_big,0.2486317864025493
593,consensus independent component 234_s2,consensus independent component 111_big,consensus independent component 224_s3,consensus independent component 111_big,0.24860468369654848
612,consensus independent component 239_s1,consensus independent component 3_big,consensus independent component 244_s4,consensus independent component 72_big,0.24716070741782206
88,consensus independent component 120_s1,consensus independent component 141_big,consensus independent component 185_s3,consensus independent component 141_big,0.24705661722800049
762,consensus independent component 272_s3,consensus independent component 141_big,consensus independent component 33_s1,consensus independent component 167_big,0.2435474844549652
1196,consensus independent component 48_s3,consensus independent component 150_big,consensus independent component 101_s4,consensus independent component 150_big,0.2411328604464168
1355,consensus independent component 84_s2,consensus independent component 86_big,consensus independent component 90_s4,consensus independent component 153_big,0.23861911467320174
608,consensus independent component 238_s1,consensus independent component 30_big,consensus independent component 300_s2,consensus independent component 2_big,0.2375175341840583
1275,consensus independent component 66_s2,consensus independent component 6_big,consensus independent component 22_s3,consensus independent component 105_big,0.23746396197407205
277,consensus independent component 163_s2,consensus independent component 138_big,consensus independent component 72_s3,consensus independent component 18_big,0.23733970410704844
357,consensus independent component 181_s2,consensus independent component 54_big,consensus independent component 110_s3,consensus independent component 54_big,0.23711097495708439
218,consensus independent component 14_s3,consensus independent component 128_big,consensus independent component 139_s4,consensus independent component 23_big,0.23645506263587956
692,consensus independent component 257_s1,consensus independent component 157_big,consensus independent component 193_s3,consensus independent component 125_big,0.23410491358928037
920,consensus independent component 308_s1,consensus independent component 74_big,consensus independent component 343_s2,consensus independent component 161_big,0.23299260436003988
1119,consensus independent component 352_s4,consensus independent component 52_big,consensus independent component 328_s2,consensus independent component 82_big,0.23173410416572582
1128,consensus independent component 356_s4,consensus independent component 83_big,consensus independent component 279_s3,consensus independent component 26_big,0.23126670814238892
848,consensus independent component 292_s1,consensus independent component 89_big,consensus independent component 48_s4,consensus independent component 67_big,0.23123098349023843
433,consensus independent component 199_s2,consensus independent component 157_big,consensus independent component 244_s4,consensus independent component 72_big,0.2296292019154991
538,consensus independent component 221_s3,consensus independent component 112_big,consensus independent component 34_s2,consensus independent component 138_big,0.22772751769345684
1043,consensus independent component 335_s4,consensus independent component 7_big,consensus independent component 317_s3,consensus independent component 7_big,0.2241180837147107
208,consensus independent component 148_s1,consensus independent component 32_big,consensus independent component 244_s3,consensus independent component 32_big,0.22238490402246397
476,consensus independent component 208_s1,consensus independent component 146_big,consensus independent component 293_s2,consensus independent component 52_big,0.2212336050531348
1060,consensus independent component 33_s1,consensus independent component 167_big,consensus independent component 342_s4,consensus independent component 167_big,0.22066681578433417
1156,consensus independent component 39_s3,consensus independent component 161_big,consensus independent component 109_s2,consensus independent component 124_big,0.21884198233485125
130,consensus independent component 12_s3,consensus independent component 6_big,consensus independent component 187_s1,consensus independent component 131_big,0.21760037697311893
1361,consensus independent component 85_s4,consensus independent component 67_big,consensus independent component 288_s1,consensus independent component 24_big,0.21586485070696648
1325,consensus independent component 77_s4,consensus independent component 19_big,consensus independent component 191_s2,consensus independent component 6_big,0.21357586607958928
1252,consensus independent component 60_s3,consensus independent component 139_big,consensus independent component 131_s1,consensus independent component 31_big,0.21295381658595042
1190,consensus independent component 47_s1,consensus independent component 130_big,consensus independent component 222_s4,consensus independent component 30_big,0.212690733579914
667,consensus independent component 250_s4,consensus independent component 68_big,consensus independent component 34_s3,consensus independent component 2_big,0.21088295109533706
2,consensus independent component 100_s3,consensus independent component 167_big,consensus independent component 181_s4,consensus independent component 162_big,0.20988911772960722
1299,consensus independent component 71_s2,consensus independent component 45_big,consensus independent component 210_s1,consensus independent component 157_big,0.20816397983891058
811,consensus independent component 283_s4,consensus independent component 30_big,consensus independent component 138_s3,consensus independent component 30_big,0.205756616016806
1106,consensus independent component 34_s3,consensus independent component 2_big,consensus independent component 250_s4,consensus independent component 68_big,0.20517069592333986
305,consensus independent component 16_s2,consensus independent component 150_big,consensus independent component 224_s1,consensus independent component 150_big,0.2042866837623212
727,consensus independent component 264_s4,consensus independent component 54_big,consensus independent component 259_s1,consensus independent component 1_big,0.2029316415539785
830,consensus independent component 288_s3,consensus independent component 167_big,consensus independent component 304_s2,consensus independent component 167_big,0.2028744591264391
905,consensus independent component 304_s2,consensus independent component 167_big,consensus independent component 288_s3,consensus independent component 167_big,0.2022303602197673
1086,consensus independent component 345_s3,consensus independent component 83_big,consensus independent component 292_s1,consensus independent component 89_big,0.2007427203466684
696,consensus independent component 258_s1,consensus independent component 36_big,consensus independent component 321_s3,consensus independent component 36_big,0.19984282668214162
996,consensus independent component 325_s1,consensus independent component 114_big,consensus independent component 356_s4,consensus independent component 83_big,0.19966145179085662
639,consensus independent component 244_s4,consensus independent component 72_big,consensus independent component 239_s1,consensus independent component 3_big,0.19859895603796698
171,consensus independent component 139_s4,consensus independent component 23_big,consensus independent component 14_s3,consensus independent component 128_big,0.19835304234471743
495,consensus independent component 211_s4,consensus independent component 149_big,consensus independent component 315_s1,consensus independent component 170_big,0.1981162969396365
810,consensus independent component 283_s3,consensus independent component 57_big,consensus independent component 295_s4,consensus independent component 168_big,0.19768394274817216
1312,consensus independent component 74_s3,consensus independent component 83_big,consensus independent component 320_s1,consensus independent component 155_big,0.19723036510364672
312,consensus independent component 171_s1,consensus independent component 168_big,consensus independent component 295_s4,consensus independent component 168_big,0.196252062175264
484,consensus independent component 20_s1,consensus independent component 154_big,consensus independent component 93_s3,consensus independent component 154_big,0.1960016752146078
488,consensus independent component 210_s1,consensus independent component 157_big,consensus independent component 71_s2,consensus independent component 45_big,0.19515851264442435
962,consensus independent component 317_s3,consensus independent component 7_big,consensus independent component 335_s4,consensus independent component 7_big,0.19486367104462946
1297,consensus independent component 70_s4,consensus independent component 69_big,consensus independent component 316_s1,consensus independent component 20_big,0.19269887078982903
872,consensus independent component 298_s1,consensus independent component 112_big,consensus independent component 243_s2,consensus independent component 125_big,0.1925524581820398
219,consensus independent component 14_s4,consensus independent component 6_big,consensus independent component 71_s1,consensus independent component 76_big,0.19242724620711327
1047,consensus independent component 336_s4,consensus independent component 122_big,consensus independent component 236_s1,consensus independent component 110_big,0.19185916107855053
1214,consensus independent component 52_s1,consensus independent component 145_big,consensus independent component 139_s4,consensus independent component 23_big,0.19071932022584448
863,consensus independent component 295_s4,consensus independent component 168_big,consensus independent component 307_s1,consensus independent component 72_big,0.19069118345451253
976,consensus independent component 320_s1,consensus independent component 155_big,consensus independent component 74_s3,consensus independent component 83_big,0.19034088022525208
801,consensus independent component 281_s2,consensus independent component 150_big,consensus independent component 169_s4,consensus independent component 150_big,0.1876888580059974
322,consensus independent component 173_s3,consensus independent component 67_big,consensus independent component 139_s2,consensus independent component 67_big,0.1847504998843711
1313,consensus independent component 74_s4,consensus independent component 28_big,consensus independent component 39_s3,consensus independent component 161_big,0.18420872258766413
1225,consensus independent component 54_s4,consensus independent component 141_big,consensus independent component 140_s1,consensus independent component 141_big,0.18400083740204887
481,consensus independent component 209_s2,consensus independent component 6_big,consensus independent component 35_s1,consensus independent component 3_big,0.18308756865998055
825,consensus independent component 287_s2,consensus independent component 83_big,consensus independent component 341_s1,consensus independent component 19_big,0.18146720353552828
908,consensus independent component 305_s1,consensus independent component 60_big,consensus independent component 125_s3,consensus independent component 34_big,0.18132926079593983
766,consensus independent component 273_s3,consensus independent component 129_big,consensus independent component 46_s2,consensus independent component 78_big,0.18111442813573533
1243,consensus independent component 59_s2,consensus independent component 39_big,consensus independent component 32_s1,consensus independent component 72_big,0.17990128576425424
1009,consensus independent component 328_s2,consensus independent component 82_big,consensus independent component 352_s4,consensus independent component 52_big,0.17962857313921193
398,consensus independent component 190_s3,consensus independent component 155_big,consensus independent component 241_s2,consensus independent component 151_big,0.1783141543007272
935,consensus independent component 310_s4,consensus independent component 54_big,consensus independent component 206_s1,consensus independent component 54_big,0.17738122749498503
1092,consensus independent component 347_s1,consensus independent component 49_big,consensus independent component 72_s3,consensus independent component 18_big,0.1770718145704276
339,consensus independent component 177_s4,consensus independent component 153_big,consensus independent component 199_s2,consensus independent component 157_big,0.17659734808846478
1013,consensus independent component 329_s2,consensus independent component 60_big,consensus independent component 141_s3,consensus independent component 60_big,0.17627391962321798
1330,consensus independent component 79_s1,consensus independent component 167_big,consensus independent component 100_s3,consensus independent component 167_big,0.1728029615459875
728,consensus independent component 265_s1,consensus independent component 97_big,consensus independent component 312_s4,consensus independent component 91_big,0.17278905356604107
901,consensus independent component 303_s2,consensus independent component 91_big,consensus independent component 73_s1,consensus independent component 91_big,0.17175696936817614
319,consensus independent component 172_s4,consensus independent component 112_big,consensus independent component 158_s3,consensus independent component 83_big,0.17174351654780506
491,consensus independent component 210_s4,consensus independent component 162_big,consensus independent component 227_s1,consensus independent component 162_big,0.17036223448743848
22,consensus independent component 105_s3,consensus independent component 30_big,consensus independent component 47_s1,consensus independent component 130_big,0.1696201366033796
94,consensus independent component 121_s3,consensus independent component 163_big,consensus independent component 179_s4,consensus independent component 54_big,0.1691871686137586
316,consensus independent component 172_s1,consensus independent component 8_big,consensus independent component 22_s4,consensus independent component 8_big,0.16834278218510212
989,consensus independent component 323_s2,consensus independent component 27_big,consensus independent component 309_s4,consensus independent component 27_big,0.16814724857317076
1244,consensus independent component 59_s3,consensus independent component 20_big,consensus independent component 123_s4,consensus independent component 20_big,0.1676756254736511
165,consensus independent component 138_s2,consensus independent component 20_big,consensus independent component 123_s4,consensus independent component 20_big,0.16740694426625125
1248,consensus independent component 5_s3,consensus independent component 168_big,consensus independent component 20_s4,consensus independent component 43_big,0.16708257910833935
1171,consensus independent component 42_s2,consensus independent component 134_big,consensus independent component 331_s4,consensus independent component 30_big,0.16680238376617684
596,consensus independent component 235_s1,consensus independent component 30_big,consensus independent component 108_s2,consensus independent component 30_big,0.16653010026300785
1177,consensus independent component 43_s4,consensus independent component 139_big,consensus independent component 178_s1,consensus independent component 89_big,0.1663264472878429
103,consensus independent component 123_s4,consensus independent component 20_big,consensus independent component 138_s2,consensus independent component 20_big,0.16613817229757122
770,consensus independent component 274_s3,consensus independent component 156_big,consensus independent component 129_s2,consensus independent component 118_big,0.16613545431052693
747,consensus independent component 269_s4,consensus independent component 85_big,consensus independent component 310_s3,consensus independent component 168_big,0.1657202235690297
940,consensus independent component 312_s1,consensus independent component 168_big,consensus independent component 295_s4,consensus independent component 168_big,0.16566062718572017
182,consensus independent component 141_s3,consensus independent component 60_big,consensus independent component 329_s2,consensus independent component 60_big,0.16430349091747437
367,consensus independent component 183_s4,consensus independent component 163_big,consensus independent component 48_s3,consensus independent component 150_big,0.16418772414277555
951,consensus independent component 314_s4,consensus independent component 138_big,consensus independent component 34_s2,consensus independent component 138_big,0.16352536239636162
505,consensus independent component 214_s2,consensus independent component 163_big,consensus independent component 139_s3,consensus independent component 163_big,0.163103341870877
410,consensus independent component 193_s3,consensus independent component 125_big,consensus independent component 126_s4,consensus independent component 125_big,0.16265411553973386
329,consensus independent component 175_s2,consensus independent component 24_big,consensus independent component 85_s4,consensus independent component 67_big,0.16180986479532736
624,consensus independent component 241_s1,consensus independent component 126_big,consensus independent component 356_s4,consensus independent component 83_big,0.1616533645100087
125,consensus independent component 129_s2,consensus independent component 118_big,consensus independent component 274_s3,consensus independent component 156_big,0.16158946691214612
1112,consensus independent component 351_s1,consensus independent component 9_big,consensus independent component 90_s4,consensus independent component 153_big,0.16118337643739256
534,consensus independent component 220_s3,consensus independent component 108_big,consensus independent component 175_s1,consensus independent component 108_big,0.15842671772052624
875,consensus independent component 298_s4,consensus independent component 68_big,consensus independent component 317_s1,consensus independent component 72_big,0.15793079071646404
437,consensus independent component 19_s2,consensus independent component 85_big,consensus independent component 95_s3,consensus independent component 89_big,0.15740068076457833
1198,consensus independent component 49_s1,consensus independent component 23_big,consensus independent component 109_s3,consensus independent component 23_big,0.15720030497326087
960,consensus independent component 317_s1,consensus independent component 72_big,consensus independent component 298_s4,consensus independent component 68_big,0.1570734143005797
1267,consensus independent component 64_s2,consensus independent component 152_big,consensus independent component 83_s4,consensus independent component 152_big,0.156247805269755
950,consensus independent component 314_s3,consensus independent component 2_big,consensus independent component 257_s4,consensus independent component 2_big,0.15624412483403463
474,consensus independent component 207_s3,consensus independent component 17_big,consensus independent component 6_s2,consensus independent component 163_big,0.15620020106403865
1344,consensus independent component 81_s3,consensus independent component 76_big,consensus independent component 74_s4,consensus independent component 28_big,0.15567081285398332
711,consensus independent component 260_s4,consensus independent component 1_big,consensus independent component 290_s3,consensus independent component 1_big,0.15551982083742416
111,consensus independent component 125_s4,consensus independent component 83_big,consensus independent component 302_s2,consensus independent component 83_big,0.15482121330308102
1094,consensus independent component 347_s3,consensus independent component 84_big,consensus independent component 352_s4,consensus independent component 52_big,0.15453403380722208
641,consensus independent component 245_s2,consensus independent component 141_big,consensus independent component 198_s1,consensus independent component 141_big,0.15422395060936625
898,consensus independent component 302_s3,consensus independent component 27_big,consensus independent component 323_s2,consensus independent component 27_big,0.15351717506700235
661,consensus independent component 24_s2,consensus independent component 41_big,consensus independent component 322_s4,consensus independent component 76_big,0.15348349716587795
543,consensus independent component 222_s4,consensus independent component 30_big,consensus independent component 47_s1,consensus independent component 130_big,0.15308547449295917
477,consensus independent component 208_s2,consensus independent component 163_big,consensus independent component 90_s3,consensus independent component 163_big,0.15287761921232373
108,consensus independent component 125_s1,consensus independent component 103_big,consensus independent component 154_s2,consensus independent component 150_big,0.1526547923631454
723,consensus independent component 263_s4,consensus independent component 84_big,consensus independent component 226_s1,consensus independent component 84_big,0.15154839031137973
389,consensus independent component 189_s2,consensus independent component 153_big,consensus independent component 317_s3,consensus independent component 7_big,0.15136061781681256
713,consensus independent component 261_s2,consensus independent component 162_big,consensus independent component 227_s1,consensus independent component 162_big,0.15069022347611072
537,consensus independent component 221_s2,consensus independent component 106_big,consensus independent component 187_s1,consensus independent component 131_big,0.15036280794069623
254,consensus independent component 158_s3,consensus independent component 83_big,consensus independent component 172_s4,consensus independent component 112_big,0.1499671694614083
