gene_set_name	in_manual_selection	in_immune_terms	is_immune_process
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHORYLATION	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLSERINE_EXPOSURE_ON_APOPTOTIC_CELL_SURFACE	FALSE	FALSE	FALSE
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPID_EFFLUX	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPID_HOMEOSTASIS	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHOSPHOLIPID_TRANSPORT	FALSE	FALSE	FALSE
GOBP_PHOSPHORYLATED_CARBOHYDRATE_DEPHOSPHORYLATION	FALSE	FALSE	FALSE
GOBP_PHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN	FALSE	FALSE	FALSE
GOBP_PHOTOPERIODISM	FALSE	FALSE	FALSE
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_PHOTORECEPTOR_CELL_MAINTENANCE	FALSE	FALSE	FALSE
GOBP_PHOTORECEPTOR_CELL_OUTER_SEGMENT_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_PHOTOTRANSDUCTION	FALSE	FALSE	FALSE
GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	FALSE	FALSE	FALSE
GOBP_PHYLLOQUINONE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	FALSE	FALSE	FALSE
GOBP_PIGMENT_ACCUMULATION	FALSE	FALSE	FALSE
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PIGMENT_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PIGMENT_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_PIGMENT_GRANULE_LOCALIZATION	FALSE	FALSE	FALSE
GOBP_PIGMENT_GRANULE_MATURATION	FALSE	FALSE	FALSE
GOBP_PIGMENT_GRANULE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_PIGMENT_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PIGMENTATION	FALSE	FALSE	FALSE
GOBP_PINOCYTOSIS	FALSE	FALSE	FALSE
GOBP_PIRNA_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PIRNA_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PITUITARY_GLAND_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_PLACENTA_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_AXIS_ELONGATION	FALSE	FALSE	FALSE
GOBP_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_NEURAL_TUBE_CLOSURE	FALSE	FALSE	FALSE
GOBP_PLASMA_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	TRUE	TRUE	TRUE
GOBP_PLASMA_MEMBRANE_FUSION	FALSE	FALSE	FALSE
GOBP_PLASMA_MEMBRANE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	FALSE	FALSE	FALSE
GOBP_PLASMA_MEMBRANE_RAFT_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_PLASMA_MEMBRANE_REPAIR	FALSE	FALSE	FALSE
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	FALSE	FALSE	FALSE
GOBP_PLASMA_MEMBRANE_TUBULATION	FALSE	FALSE	FALSE
GOBP_PLASMINOGEN_ACTIVATION	FALSE	FALSE	FALSE
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PLATELET_ACTIVATION	TRUE	FALSE	TRUE
GOBP_PLATELET_AGGREGATION	FALSE	FALSE	FALSE
GOBP_PLATELET_DEGRANULATION	FALSE	FALSE	FALSE
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_PLATELET_MORPHOGENESIS	TRUE	FALSE	TRUE
GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	FALSE	FALSE	FALSE
GOBP_PML_BODY_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_PODOSOME_ASSEMBLY	FALSE	TRUE	TRUE
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	FALSE	FALSE	FALSE
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	FALSE	FALSE	FALSE
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYADENYLATION_DEPENDENT_RNA_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYADENYLATION_DEPENDENT_SNORNA_3_END_PROCESSING	FALSE	FALSE	FALSE
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYAMINE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYAMINE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYOL_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYOL_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYOL_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POLYPHOSPHATE_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYPHOSPHATE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYPRENOL_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POLYSACCHARIDE_DIGESTION	FALSE	FALSE	FALSE
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_PONS_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_PORE_COMPLEX_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_CHEMOTAXIS	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ANOIKIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_DNA_FRAGMENTATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ARACHIDONIC_ACID_SECRETION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_BASEMENT_MEMBRANE_ASSEMBLY_INVOLVED_IN_EMBRYONIC_BODY_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BINDING	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BIOMINERALIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_REMODELING	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	TRUE	FALSE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	TRUE	FALSE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_AGING	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	TRUE	FALSE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	FALSE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_MATURATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_BY_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	TRUE	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	FALSE	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	FALSE	FALSE	FALSE
