gene_set_name	in_manual_selection	in_immune_terms	is_immune_process
GOBP_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION	FALSE	FALSE	FALSE
GOBP_MEIOTIC_MISMATCH_REPAIR	FALSE	FALSE	FALSE
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MELANOCYTE_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MELANOSOME_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MEMBRANE_BIOGENESIS	FALSE	FALSE	FALSE
GOBP_MEMBRANE_DEPOLARIZATION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MEMBRANE_DISASSEMBLY	FALSE	FALSE	FALSE
GOBP_MEMBRANE_DISRUPTION_IN_OTHER_ORGANISM	FALSE	TRUE	TRUE
GOBP_MEMBRANE_DOCKING	FALSE	FALSE	FALSE
GOBP_MEMBRANE_FISSION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_FUSION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_HYPERPOLARIZATION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_INVAGINATION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MEMBRANE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	FALSE	FALSE	FALSE
GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	FALSE	FALSE	FALSE
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	FALSE	FALSE	FALSE
GOBP_MEMBRANE_RAFT_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MEMBRANE_RAFT_LOCALIZATION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_RAFT_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_REPOLARIZATION	FALSE	FALSE	FALSE
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MEMBRANE_TO_MEMBRANE_DOCKING	FALSE	FALSE	FALSE
GOBP_MEMBRANOUS_SEPTUM_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MEMORY	FALSE	FALSE	FALSE
GOBP_MENAQUINONE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MESANGIAL_CELL_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_CELL_PROLIFERATION	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION	FALSE	FALSE	FALSE
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MESENCHYME_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MESENCHYME_MIGRATION	FALSE	FALSE	FALSE
GOBP_MESENCHYME_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MESENDODERM_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MESODERM_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MESODERM_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MESODERMAL_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MESODERMAL_CELL_FATE_COMMITMENT	FALSE	FALSE	FALSE
GOBP_MESODERMAL_CELL_FATE_SPECIFICATION	FALSE	FALSE	FALSE
GOBP_MESONEPHRIC_DUCT_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MESONEPHRIC_TUBULE_FORMATION	FALSE	FALSE	FALSE
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MESONEPHROS_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METAL_ION_EXPORT	FALSE	FALSE	FALSE
GOBP_METAL_ION_HOMEOSTASIS	FALSE	FALSE	FALSE
GOBP_METAL_ION_TRANSPORT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_DISTAL_TUBULE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_LOOP_OF_HENLE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_MESENCHYME_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_PART_OF_URETERIC_BUD_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_TUBULE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_TUBULE_FORMATION	FALSE	FALSE	FALSE
GOBP_METANEPHRIC_TUBULE_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_METANEPHROS_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METANEPHROS_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	FALSE	FALSE	FALSE
GOBP_METAPHASE_PLATE_CONGRESSION	FALSE	FALSE	FALSE
GOBP_METENCEPHALON_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_METHIONINE_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_METHIONINE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_METHYLATION	FALSE	FALSE	FALSE
GOBP_METHYLGLYOXAL_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MHC_CLASS_I_BIOSYNTHETIC_PROCESS	FALSE	TRUE	TRUE
GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	FALSE	TRUE	TRUE
GOBP_MHC_PROTEIN_COMPLEX_ASSEMBLY	FALSE	TRUE	TRUE
GOBP_MICROGLIA_DIFFERENTIATION	FALSE	TRUE	TRUE
GOBP_MICROGLIAL_CELL_ACTIVATION	TRUE	TRUE	TRUE
GOBP_MICROGLIAL_CELL_MIGRATION	FALSE	TRUE	TRUE
GOBP_MICROGLIAL_CELL_PROLIFERATION	FALSE	TRUE	TRUE
GOBP_MICROTUBULE_ANCHORING	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_ANCHORING_AT_CENTROSOME	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_BASED_MOVEMENT	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_BASED_PROCESS	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_BASED_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_BUNDLE_FORMATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_DEPOLYMERIZATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_NUCLEATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_POLYMERIZATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	FALSE	FALSE	FALSE
GOBP_MICROTUBULE_SEVERING	FALSE	FALSE	FALSE
GOBP_MICROVILLUS_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MICROVILLUS_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MICTURITION	FALSE	FALSE	FALSE
GOBP_MIDBODY_ABSCISSION	FALSE	FALSE	FALSE
GOBP_MIDBRAIN_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MIDDLE_EAR_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MIDGUT_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MINERALOCORTICOID_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MINERALOCORTICOID_SECRETION	FALSE	FALSE	FALSE
GOBP_MINUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	FALSE	FALSE	FALSE
GOBP_MIRNA_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MIRNA_LOADING_ONTO_RISC_INVOLVED_IN_GENE_SILENCING_BY_MIRNA	FALSE	FALSE	FALSE
GOBP_MIRNA_METABOLIC_PROCESS	FALSE	FALSE	FALSE
"GOBP_MISMATCH_REPAIR	"	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_ADP_TRANSMEMBRANE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_DEPOLARIZATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_DNA_REPAIR	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_DNA_REPLICATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_FISSION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_FUSION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_PROTEIN_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_PROTEIN_PROCESSING	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RESPIRASOME_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_III_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RIBOSOME_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RNA_MODIFICATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_RNA_PROCESSING	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_TRANSCRIPTION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_TRANSLATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_TRNA_METHYLATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRIAL_TRNA_PROCESSING	FALSE	FALSE	FALSE
GOBP_MITOCHONDRION_DISTRIBUTION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRION_LOCALIZATION	FALSE	FALSE	FALSE
GOBP_MITOCHONDRION_MORPHOGENESIS	FALSE	FALSE	FALSE
GOBP_MITOCHONDRION_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MITOPHAGY	FALSE	FALSE	FALSE
GOBP_MITOTIC_CELL_CYCLE	FALSE	FALSE	FALSE
GOBP_MITOTIC_CELL_CYCLE_ARREST	FALSE	FALSE	FALSE
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT	FALSE	FALSE	FALSE
GOBP_MITOTIC_CHROMOSOME_CONDENSATION	FALSE	FALSE	FALSE
GOBP_MITOTIC_CYTOKINESIS	FALSE	FALSE	FALSE
GOBP_MITOTIC_CYTOKINETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT	FALSE	FALSE	FALSE
GOBP_MITOTIC_DNA_REPLICATION	FALSE	FALSE	FALSE
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT	FALSE	FALSE	FALSE
GOBP_MITOTIC_G1_S_TRANSITION_CHECKPOINT	FALSE	FALSE	FALSE
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT	FALSE	FALSE	FALSE
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	FALSE	FALSE	FALSE
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	FALSE	FALSE	FALSE
GOBP_MITOTIC_NUCLEAR_DIVISION	FALSE	FALSE	FALSE
GOBP_MITOTIC_NUCLEAR_ENVELOPE_DISASSEMBLY	FALSE	FALSE	FALSE
GOBP_MITOTIC_NUCLEAR_MEMBRANE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MITOTIC_RECOMBINATION	FALSE	FALSE	FALSE
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	FALSE	FALSE	FALSE
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	FALSE	FALSE	FALSE
GOBP_MITOTIC_SPINDLE_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MITOTIC_SPINDLE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MITRAL_VALVE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	FALSE	FALSE	FALSE
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	FALSE	FALSE	FALSE
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE	FALSE	FALSE	FALSE
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	FALSE	TRUE	TRUE
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS	TRUE	TRUE	TRUE
GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_APOPTOTIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_AUTOPHAGY	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_CELLULAR_PROCESS	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROCESS	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROGRAMMED_CELL_DEATH	FALSE	FALSE	FALSE
GOBP_MODULATION_BY_VIRUS_OF_HOST_CELLULAR_PROCESS	FALSE	TRUE	TRUE
GOBP_MODULATION_BY_VIRUS_OF_HOST_PROCESS	FALSE	TRUE	TRUE
GOBP_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE	FALSE	FALSE	FALSE
GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	FALSE	FALSE	FALSE
GOBP_MODULATION_OF_MOLECULAR_FUNCTION_IN_OTHER_ORGANISM	FALSE	TRUE	TRUE
GOBP_MODULATION_OF_PROCESS_OF_OTHER_ORGANISM	FALSE	TRUE	TRUE
GOBP_MODULATION_OF_PROCESS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	FALSE	TRUE	TRUE
GOBP_MOLTING_CYCLE	FALSE	FALSE	FALSE
GOBP_MONOACYLGLYCEROL_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOACYLGLYCEROL_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOAMINE_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MONOCYTE_ACTIVATION	FALSE	TRUE	TRUE
GOBP_MONOCYTE_AGGREGATION	FALSE	TRUE	TRUE
GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	FALSE	TRUE	TRUE
GOBP_MONOCYTE_CHEMOTAXIS	TRUE	TRUE	TRUE
GOBP_MONOCYTE_DIFFERENTIATION	TRUE	TRUE	TRUE
GOBP_MONOCYTE_EXTRAVASATION	FALSE	TRUE	TRUE
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MONONUCLEAR_CELL_MIGRATION	FALSE	FALSE	FALSE
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOTERPENOID_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	FALSE	FALSE	FALSE
GOBP_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS	FALSE	FALSE	FALSE
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	FALSE	FALSE	FALSE
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM	FALSE	FALSE	FALSE
GOBP_MOTILE_CILIUM_ASSEMBLY	FALSE	FALSE	FALSE
GOBP_MOTOR_BEHAVIOR	FALSE	FALSE	FALSE
GOBP_MOTOR_LEARNING	FALSE	FALSE	FALSE
GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MOTOR_NEURON_AXON_GUIDANCE	FALSE	FALSE	FALSE
GOBP_MOTOR_NEURON_MIGRATION	FALSE	FALSE	FALSE
GOBP_MOVEMENT_IN_HOST_ENVIRONMENT	FALSE	FALSE	FALSE
GOBP_MRNA_3_END_PROCESSING	FALSE	FALSE	FALSE
GOBP_MRNA_3_END_PROCESSING_BY_STEM_LOOP_BINDING_AND_CLEAVAGE	FALSE	FALSE	FALSE
GOBP_MRNA_3_SPLICE_SITE_RECOGNITION	FALSE	FALSE	FALSE
GOBP_MRNA_5_SPLICE_SITE_RECOGNITION	FALSE	FALSE	FALSE
GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	FALSE	FALSE	FALSE
GOBP_MRNA_CLEAVAGE	FALSE	FALSE	FALSE
GOBP_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING	FALSE	FALSE	FALSE
GOBP_MRNA_EXPORT_FROM_NUCLEUS	FALSE	FALSE	FALSE
GOBP_MRNA_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MRNA_METHYLATION	FALSE	FALSE	FALSE
GOBP_MRNA_MODIFICATION	FALSE	FALSE	FALSE
GOBP_MRNA_PROCESSING	FALSE	FALSE	FALSE
GOBP_MRNA_PSEUDOURIDINE_SYNTHESIS	FALSE	FALSE	FALSE
GOBP_MRNA_SPLICE_SITE_SELECTION	FALSE	FALSE	FALSE
GOBP_MRNA_TRANSCRIPTION	FALSE	FALSE	FALSE
GOBP_MRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	FALSE	FALSE	FALSE
GOBP_MRNA_TRANSPORT	FALSE	FALSE	FALSE
GOBP_MUCOCILIARY_CLEARANCE	FALSE	FALSE	FALSE
GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	FALSE	FALSE	FALSE
GOBP_MUCOSA_ASSOCIATED_LYMPHOID_TISSUE_DEVELOPMENT	FALSE	FALSE	FALSE
GOBP_MUCUS_SECRETION	FALSE	FALSE	FALSE
GOBP_MULTI_CILIATED_EPITHELIAL_CELL_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	FALSE	FALSE	FALSE
GOBP_MULTI_ORGANISM_CELLULAR_PROCESS	FALSE	FALSE	FALSE
GOBP_MULTI_ORGANISM_LOCALIZATION	FALSE	FALSE	FALSE
GOBP_MULTI_ORGANISM_MEMBRANE_FUSION	FALSE	FALSE	FALSE
GOBP_MULTI_ORGANISM_MEMBRANE_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MULTI_ORGANISM_PROCESS	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISM_AGING	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISM_GROWTH	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISMAL_IRON_ION_HOMEOSTASIS	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	FALSE	FALSE	FALSE
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING	FALSE	FALSE	FALSE
GOBP_MULTINUCLEAR_OSTEOCLAST_DIFFERENTIATION	FALSE	FALSE	FALSE
GOBP_MULTIVESICULAR_BODY_ORGANIZATION	FALSE	FALSE	FALSE
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	FALSE	FALSE	FALSE
GOBP_MUSCLE_ADAPTATION	FALSE	FALSE	FALSE
