,Small Component,Big Component,Small2 Component,Big2 Component,Score
303,consensus independent component 45_s2,consensus independent component 83_big,consensus independent component 61_s3,consensus independent component 138_big,-0.4673395125161276
423,consensus independent component 81_s2,consensus independent component 113_big,consensus independent component 61_s3,consensus independent component 138_big,-0.46864370946092093
115,consensus independent component 135_s2,consensus independent component 162_big,consensus independent component 48_s3,consensus independent component 106_big,-0.4688948391910061
231,consensus independent component 23_s2,consensus independent component 107_big,consensus independent component 43_s3,consensus independent component 38_big,-0.4692060485418716
351,consensus independent component 5_s2,consensus independent component 56_big,consensus independent component 90_s3,consensus independent component 143_big,-0.4697053974784897
480,consensus independent component 99_s2,consensus independent component 167_big,consensus independent component 14_s3,consensus independent component 2_big,-0.4720793257177178
447,consensus independent component 89_s2,consensus independent component 113_big,consensus independent component 61_s3,consensus independent component 138_big,-0.47427283418250826
73,consensus independent component 122_s2,consensus independent component 171_big,consensus independent component 48_s3,consensus independent component 106_big,-0.47473479906552785
257,consensus independent component 31_s1,consensus independent component 109_big,consensus independent component 110_s2,consensus independent component 109_big,-0.47726688441931936
37,consensus independent component 111_s2,consensus independent component 29_big,consensus independent component 48_s3,consensus independent component 106_big,-0.4781923293254269
366,consensus independent component 64_s2,consensus independent component 141_big,consensus independent component 48_s3,consensus independent component 106_big,-0.4793340058537322
278,consensus independent component 38_s1,consensus independent component 65_big,consensus independent component 5_s2,consensus independent component 56_big,-0.48156766758415614
61,consensus independent component 119_s2,consensus independent component 12_big,consensus independent component 107_s1,consensus independent component 12_big,-0.48283811622305073
269,consensus independent component 35_s1,consensus independent component 58_big,consensus independent component 22_s2,consensus independent component 58_big,-0.4850943683118939
79,consensus independent component 124_s2,consensus independent component 91_big,consensus independent component 111_s1,consensus independent component 91_big,-0.48642772636660153
381,consensus independent component 69_s2,consensus independent component 72_big,consensus independent component 61_s3,consensus independent component 138_big,-0.48663769250560124
326,consensus independent component 52_s1,consensus independent component 63_big,consensus independent component 41_s2,consensus independent component 20_big,-0.48862161039439717
411,consensus independent component 78_s2,consensus independent component 16_big,consensus independent component 54_s1,consensus independent component 16_big,-0.490434366256869
435,consensus independent component 85_s2,consensus independent component 81_big,consensus independent component 61_s3,consensus independent component 138_big,-0.49043792810527537
152,consensus independent component 14_s1,consensus independent component 96_big,consensus independent component 24_s2,consensus independent component 97_big,-0.49084198888759983
77,consensus independent component 123_s3,consensus independent component 163_big,consensus independent component 73_s2,consensus independent component 89_big,-0.4920082952613918
407,consensus independent component 77_s1,consensus independent component 45_big,consensus independent component 106_s2,consensus independent component 45_big,-0.4942818761269567
28,consensus independent component 109_s2,consensus independent component 40_big,consensus independent component 102_s3,consensus independent component 40_big,-0.49474322768179585
292,consensus independent component 41_s3,consensus independent component 170_big,consensus independent component 66_s1,consensus independent component 170_big,-0.4957398383299731
101,consensus independent component 130_s3,consensus independent component 41_big,consensus independent component 102_s2,consensus independent component 41_big,-0.49663634994813494
97,consensus independent component 12_s2,consensus independent component 44_big,consensus independent component 104_s3,consensus independent component 89_big,-0.49825579059188596
451,consensus independent component 8_s3,consensus independent component 64_big,consensus independent component 27_s2,consensus independent component 48_big,-0.49845925658206175
22,consensus independent component 107_s2,consensus independent component 145_big,consensus independent component 61_s3,consensus independent component 138_big,-0.5005521340781863
317,consensus independent component 4_s1,consensus independent component 71_big,consensus independent component 74_s2,consensus independent component 71_big,-0.5018350372748375
420,consensus independent component 80_s2,consensus independent component 113_big,consensus independent component 145_s3,consensus independent component 6_big,-0.5032084591759785
256,consensus independent component 30_s3,consensus independent component 39_big,consensus independent component 14_s2,consensus independent component 87_big,-0.5042721898969693
218,consensus independent component 1_s1,consensus independent component 99_big,consensus independent component 70_s2,consensus independent component 12_big,-0.5055451000117608
259,consensus independent component 31_s3,consensus independent component 104_big,consensus independent component 14_s2,consensus independent component 87_big,-0.505660125551319
129,consensus independent component 13_s1,consensus independent component 18_big,consensus independent component 121_s2,consensus independent component 18_big,-0.5062189209002983
458,consensus independent component 92_s1,consensus independent component 98_big,consensus independent component 34_s2,consensus independent component 98_big,-0.5063145104643555
341,consensus independent component 57_s1,consensus independent component 97_big,consensus independent component 24_s2,consensus independent component 97_big,-0.5063897082758047
89,consensus independent component 127_s3,consensus independent component 56_big,consensus independent component 5_s2,consensus independent component 56_big,-0.5077184556357072
78,consensus independent component 124_s1,consensus independent component 142_big,consensus independent component 18_s2,consensus independent component 142_big,-0.5093519522182154
42,consensus independent component 113_s1,consensus independent component 64_big,consensus independent component 27_s2,consensus independent component 48_big,-0.5095206879125147
337,consensus independent component 55_s3,consensus independent component 13_big,consensus independent component 5_s2,consensus independent component 56_big,-0.5105787444912351
99,consensus independent component 130_s1,consensus independent component 73_big,consensus independent component 19_s2,consensus independent component 70_big,-0.5109875351591604
279,consensus independent component 38_s2,consensus independent component 152_big,consensus independent component 70_s1,consensus independent component 106_big,-0.5119764317386831
141,consensus independent component 144_s3,consensus independent component 124_big,consensus independent component 113_s2,consensus independent component 108_big,-0.5120515627603522
483,consensus independent component 9_s2,consensus independent component 30_big,consensus independent component 24_s3,consensus independent component 150_big,-0.513969345862426
110,consensus independent component 133_s3,consensus independent component 6_big,consensus independent component 113_s2,consensus independent component 108_big,-0.5140817315178547
334,consensus independent component 54_s3,consensus independent component 31_big,consensus independent component 3_s2,consensus independent component 31_big,-0.5163415938901947
294,consensus independent component 42_s2,consensus independent component 127_big,consensus independent component 118_s3,consensus independent component 112_big,-0.516469251744955
254,consensus independent component 30_s1,consensus independent component 49_big,consensus independent component 128_s2,consensus independent component 49_big,-0.5175860776722442
482,consensus independent component 9_s1,consensus independent component 6_big,consensus independent component 145_s3,consensus independent component 6_big,-0.518045173931263
448,consensus independent component 89_s3,consensus independent component 40_big,consensus independent component 66_s1,consensus independent component 170_big,-0.5231139210811742
123,consensus independent component 138_s1,consensus independent component 83_big,consensus independent component 45_s2,consensus independent component 83_big,-0.5234078908805223
302,consensus independent component 45_s1,consensus independent component 40_big,consensus independent component 109_s2,consensus independent component 40_big,-0.5242951186023007
362,consensus independent component 63_s1,consensus independent component 160_big,consensus independent component 76_s2,consensus independent component 108_big,-0.5256234968281346
359,consensus independent component 62_s1,consensus independent component 28_big,consensus independent component 71_s2,consensus independent component 28_big,-0.5268656638958806
301,consensus independent component 44_s3,consensus independent component 134_big,consensus independent component 5_s2,consensus independent component 56_big,-0.5275569367545759
289,consensus independent component 40_s3,consensus independent component 101_big,consensus independent component 5_s2,consensus independent component 56_big,-0.5277006469298218
207,consensus independent component 18_s3,consensus independent component 12_big,consensus independent component 5_s2,consensus independent component 56_big,-0.5278924366259021
12,consensus independent component 104_s1,consensus independent component 11_big,consensus independent component 29_s2,consensus independent component 11_big,-0.5279532345892262
45,consensus independent component 114_s1,consensus independent component 127_big,consensus independent component 42_s2,consensus independent component 127_big,-0.5331293768760174
51,consensus independent component 116_s1,consensus independent component 107_big,consensus independent component 53_s2,consensus independent component 100_big,-0.5342696818591335
57,consensus independent component 118_s1,consensus independent component 120_big,consensus independent component 18_s2,consensus independent component 142_big,-0.5346781667543256
180,consensus independent component 16_s2,consensus independent component 68_big,consensus independent component 95_s1,consensus independent component 43_big,-0.5372447689993324
191,consensus independent component 179_s1,consensus independent component 146_big,consensus independent component 106_s2,consensus independent component 45_big,-0.5386442049134126
215,consensus independent component 19_s1,consensus independent component 88_big,consensus independent component 82_s2,consensus independent component 88_big,-0.538849582357493
192,consensus independent component 17_s1,consensus independent component 93_big,consensus independent component 70_s2,consensus independent component 12_big,-0.5398605446155369
266,consensus independent component 34_s1,consensus independent component 52_big,consensus independent component 22_s2,consensus independent component 58_big,-0.542295534296133
75,consensus independent component 123_s1,consensus independent component 128_big,consensus independent component 51_s2,consensus independent component 123_big,-0.5441568186346775
209,consensus independent component 191_s1,consensus independent component 169_big,consensus independent component 8_s2,consensus independent component 130_big,-0.5454727308152176
139,consensus independent component 143_s3,consensus independent component 1_big,consensus independent component 166_s1,consensus independent component 137_big,-0.5506160772027964
338,consensus independent component 56_s1,consensus independent component 114_big,consensus independent component 110_s2,consensus independent component 109_big,-0.5538965079876634
311,consensus independent component 48_s1,consensus independent component 90_big,consensus independent component 52_s2,consensus independent component 77_big,-0.5569685897758706
296,consensus independent component 43_s1,consensus independent component 77_big,consensus independent component 52_s2,consensus independent component 77_big,-0.5577039330378742
484,consensus independent component 9_s3,consensus independent component 25_big,consensus independent component 13_s2,consensus independent component 25_big,-0.5602562473038176
181,consensus independent component 16_s3,consensus independent component 25_big,consensus independent component 13_s2,consensus independent component 25_big,-0.5609548681903146
329,consensus independent component 53_s1,consensus independent component 24_big,consensus independent component 134_s2,consensus independent component 24_big,-0.5614548835380506
1,consensus independent component 100_s2,consensus independent component 125_big,consensus independent component 92_s3,consensus independent component 159_big,-0.5618741957374479
339,consensus independent component 56_s2,consensus independent component 145_big,consensus independent component 99_s3,consensus independent component 17_big,-0.564015639132079
221,consensus independent component 20_s1,consensus independent component 62_big,consensus independent component 8_s2,consensus independent component 130_big,-0.5646210077486821
377,consensus independent component 68_s1,consensus independent component 95_big,consensus independent component 121_s3,consensus independent component 95_big,-0.5678323538784016
83,consensus independent component 125_s3,consensus independent component 163_big,consensus independent component 17_s2,consensus independent component 55_big,-0.5695181621052102
410,consensus independent component 78_s1,consensus independent component 74_big,consensus independent component 49_s2,consensus independent component 74_big,-0.5740316923576763
404,consensus independent component 76_s1,consensus independent component 125_big,consensus independent component 114_s2,consensus independent component 125_big,-0.5744768246660329
241,consensus independent component 26_s3,consensus independent component 154_big,consensus independent component 17_s2,consensus independent component 55_big,-0.5747073684435186
126,consensus independent component 139_s1,consensus independent component 47_big,consensus independent component 65_s3,consensus independent component 47_big,-0.5792980279152602
290,consensus independent component 41_s1,consensus independent component 26_big,consensus independent component 128_s2,consensus independent component 49_big,-0.5795896390254498
429,consensus independent component 83_s2,consensus independent component 29_big,consensus independent component 48_s3,consensus independent component 106_big,-0.5812300777153336
308,consensus independent component 47_s1,consensus independent component 46_big,consensus independent component 55_s2,consensus independent component 147_big,-0.5831306189283018
473,consensus independent component 97_s1,consensus independent component 72_big,consensus independent component 48_s2,consensus independent component 72_big,-0.5842540807337924
323,consensus independent component 51_s1,consensus independent component 115_big,consensus independent component 129_s2,consensus independent component 122_big,-0.5867889519224839
414,consensus independent component 79_s2,consensus independent component 141_big,consensus independent component 48_s3,consensus independent component 106_big,-0.5890577535635835
346,consensus independent component 58_s3,consensus independent component 49_big,consensus independent component 13_s2,consensus independent component 25_big,-0.5897064251046003
248,consensus independent component 29_s1,consensus independent component 35_big,consensus independent component 52_s2,consensus independent component 77_big,-0.5931085575170627
140,consensus independent component 144_s1,consensus independent component 104_big,consensus independent component 121_s2,consensus independent component 18_big,-0.5944152204817141
5,consensus independent component 101_s3,consensus independent component 54_big,consensus independent component 176_s1,consensus independent component 138_big,-0.595283308461088
401,consensus independent component 75_s1,consensus independent component 10_big,consensus independent component 137_s2,consensus independent component 10_big,-0.5964936567467651
395,consensus independent component 73_s1,consensus independent component 78_big,consensus independent component 38_s2,consensus independent component 152_big,-0.5985160396703809
416,consensus independent component 7_s1,consensus independent component 81_big,consensus independent component 106_s2,consensus independent component 45_big,-0.6004843720563217
230,consensus independent component 23_s1,consensus independent component 102_big,consensus independent component 74_s2,consensus independent component 71_big,-0.6013452939891235
347,consensus independent component 59_s1,consensus independent component 19_big,consensus independent component 137_s2,consensus independent component 10_big,-0.6025545406665345
190,consensus independent component 178_s1,consensus independent component 82_big,consensus independent component 69_s2,consensus independent component 72_big,-0.6037422876569849
372,consensus independent component 66_s2,consensus independent component 133_big,consensus independent component 99_s1,consensus independent component 152_big,-0.6039166139649608
236,consensus independent component 25_s1,consensus independent component 22_big,consensus independent component 71_s2,consensus independent component 28_big,-0.6042127453344459
3,consensus independent component 101_s1,consensus independent component 164_big,consensus independent component 52_s2,consensus independent component 77_big,-0.6061204940881089
314,consensus independent component 49_s1,consensus independent component 86_big,consensus independent component 82_s2,consensus independent component 88_big,-0.6087921159007526
452,consensus independent component 90_s1,consensus independent component 69_big,consensus independent component 49_s2,consensus independent component 74_big,-0.6110319979921552
373,consensus independent component 66_s3,consensus independent component 5_big,consensus independent component 88_s2,consensus independent component 105_big,-0.6115521061419773
144,consensus independent component 146_s1,consensus independent component 121_big,consensus independent component 45_s2,consensus independent component 83_big,-0.6117006476767658
17,consensus independent component 105_s3,consensus independent component 160_big,consensus independent component 63_s1,consensus independent component 160_big,-0.6152232070065273
260,consensus independent component 32_s1,consensus independent component 42_big,consensus independent component 29_s2,consensus independent component 11_big,-0.6162168427363796
465,consensus independent component 94_s2,consensus independent component 14_big,consensus independent component 66_s1,consensus independent component 170_big,-0.6165245459353983
131,consensus independent component 13_s3,consensus independent component 54_big,consensus independent component 55_s2,consensus independent component 147_big,-0.6182390771436153
162,consensus independent component 156_s1,consensus independent component 157_big,consensus independent component 17_s2,consensus independent component 55_big,-0.6193881339617885
364,consensus independent component 63_s3,consensus independent component 143_big,consensus independent component 150_s1,consensus independent component 143_big,-0.6213788898935078
157,consensus independent component 151_s1,consensus independent component 53_big,consensus independent component 135_s3,consensus independent component 53_big,-0.6218791881005257
449,consensus independent component 8_s1,consensus independent component 13_big,consensus independent component 18_s2,consensus independent component 142_big,-0.6244961972721745
320,consensus independent component 50_s1,consensus independent component 115_big,consensus independent component 49_s2,consensus independent component 74_big,-0.6246925268035024
195,consensus independent component 180_s1,consensus independent component 165_big,consensus independent component 129_s3,consensus independent component 76_big,-0.6248436551022917
80,consensus independent component 124_s3,consensus independent component 92_big,consensus independent component 88_s2,consensus independent component 105_big,-0.6274449232041164
282,consensus independent component 39_s2,consensus independent component 156_big,consensus independent component 2_s3,consensus independent component 50_big,-0.6327808731300286
72,consensus independent component 122_s1,consensus independent component 80_big,consensus independent component 55_s2,consensus independent component 147_big,-0.6359143402357462
335,consensus independent component 55_s1,consensus independent component 3_big,consensus independent component 15_s2,consensus independent component 5_big,-0.6377437763861806
168,consensus independent component 15_s3,consensus independent component 96_big,consensus independent component 58_s2,consensus independent component 136_big,-0.6406268581183207
90,consensus independent component 128_s1,consensus independent component 30_big,consensus independent component 9_s2,consensus independent component 30_big,-0.6407506257819838
212,consensus independent component 194_s1,consensus independent component 39_big,consensus independent component 15_s2,consensus independent component 5_big,-0.6409689371094087
186,consensus independent component 174_s1,consensus independent component 153_big,consensus independent component 3_s2,consensus independent component 31_big,-0.645224554838658
24,consensus independent component 108_s1,consensus independent component 66_big,consensus independent component 43_s3,consensus independent component 38_big,-0.6485754304024443
159,consensus independent component 153_s1,consensus independent component 134_big,consensus independent component 44_s3,consensus independent component 134_big,-0.6498741800641581
353,consensus independent component 60_s1,consensus independent component 161_big,consensus independent component 49_s2,consensus independent component 74_big,-0.6530790766018819
454,consensus independent component 90_s3,consensus independent component 143_big,consensus independent component 150_s1,consensus independent component 143_big,-0.6533365783271736
355,consensus independent component 60_s3,consensus independent component 163_big,consensus independent component 49_s2,consensus independent component 74_big,-0.6546194682591165
425,consensus independent component 82_s1,consensus independent component 76_big,consensus independent component 129_s3,consensus independent component 76_big,-0.6599662680429496
380,consensus independent component 69_s1,consensus independent component 27_big,consensus independent component 57_s3,consensus independent component 41_big,-0.6615782076923917
223,consensus independent component 20_s3,consensus independent component 11_big,consensus independent component 58_s2,consensus independent component 136_big,-0.663534703006792
304,consensus independent component 45_s3,consensus independent component 154_big,consensus independent component 102_s1,consensus independent component 20_big,-0.6683118009489856
349,consensus independent component 59_s3,consensus independent component 170_big,consensus independent component 67_s2,consensus independent component 50_big,-0.6722770013464533
33,consensus independent component 110_s1,consensus independent component 37_big,consensus independent component 106_s2,consensus independent component 45_big,-0.6743799779762161
69,consensus independent component 121_s1,consensus independent component 132_big,consensus independent component 52_s2,consensus independent component 77_big,-0.6785716629074454
29,consensus independent component 109_s3,consensus independent component 75_big,consensus independent component 93_s2,consensus independent component 75_big,-0.6799161475601708
412,consensus independent component 78_s3,consensus independent component 150_big,consensus independent component 125_s1,consensus independent component 168_big,-0.6808631269799799
365,consensus independent component 64_s1,consensus independent component 59_big,consensus independent component 121_s2,consensus independent component 18_big,-0.6848595848458063
406,consensus independent component 76_s3,consensus independent component 34_big,consensus independent component 139_s1,consensus independent component 47_big,-0.6852173625335218
397,consensus independent component 73_s3,consensus independent component 150_big,consensus independent component 125_s1,consensus independent component 168_big,-0.6856058324392336
233,consensus independent component 24_s1,consensus independent component 9_big,consensus independent component 121_s3,consensus independent component 95_big,-0.6909047022073065
232,consensus independent component 23_s3,consensus independent component 137_big,consensus independent component 148_s1,consensus independent component 140_big,-0.6932862930946898
137,consensus independent component 142_s3,consensus independent component 118_big,consensus independent component 67_s2,consensus independent component 50_big,-0.6951147668401647
469,consensus independent component 95_s3,consensus independent component 54_big,consensus independent component 149_s1,consensus independent component 159_big,-0.6953998428406214
163,consensus independent component 157_s1,consensus independent component 67_big,consensus independent component 67_s2,consensus independent component 50_big,-0.6955137528483952
179,consensus independent component 16_s1,consensus independent component 118_big,consensus independent component 113_s2,consensus independent component 108_big,-0.6966817160968579
133,consensus independent component 140_s3,consensus independent component 1_big,consensus independent component 58_s2,consensus independent component 136_big,-0.697982694330912
275,consensus independent component 37_s1,consensus independent component 144_big,consensus independent component 121_s3,consensus independent component 95_big,-0.7015406875632365
475,consensus independent component 97_s3,consensus independent component 92_big,consensus independent component 63_s2,consensus independent component 159_big,-0.7026532782585971
433,consensus independent component 84_s3,consensus independent component 136_big,consensus independent component 58_s2,consensus independent component 136_big,-0.7030576240797587
424,consensus independent component 81_s3,consensus independent component 68_big,consensus independent component 150_s1,consensus independent component 143_big,-0.7082637724343348
178,consensus independent component 169_s1,consensus independent component 85_big,consensus independent component 34_s2,consensus independent component 98_big,-0.7113394746553751
107,consensus independent component 132_s3,consensus independent component 156_big,consensus independent component 35_s2,consensus independent component 137_big,-0.7124541388064616
120,consensus independent component 137_s1,consensus independent component 67_big,consensus independent component 45_s2,consensus independent component 83_big,-0.7170081767370142
422,consensus independent component 81_s1,consensus independent component 166_big,consensus independent component 106_s2,consensus independent component 45_big,-0.7173451639850426
161,consensus independent component 155_s1,consensus independent component 94_big,consensus independent component 52_s2,consensus independent component 77_big,-0.717673691175117
413,consensus independent component 79_s1,consensus independent component 36_big,consensus independent component 77_s2,consensus independent component 36_big,-0.7241572671085189
44,consensus independent component 113_s3,consensus independent component 1_big,consensus independent component 96_s2,consensus independent component 1_big,-0.7243743316452577
66,consensus independent component 120_s1,consensus independent component 33_big,consensus independent component 106_s2,consensus independent component 45_big,-0.7354845005153131
361,consensus independent component 62_s3,consensus independent component 154_big,consensus independent component 50_s2,consensus independent component 156_big,-0.7389861830960679
344,consensus independent component 58_s1,consensus independent component 122_big,consensus independent component 129_s2,consensus independent component 122_big,-0.7511641991147234
18,consensus independent component 106_s1,consensus independent component 21_big,consensus independent component 34_s2,consensus independent component 98_big,-0.7570303529650383
9,consensus independent component 103_s1,consensus independent component 103_big,consensus independent component 106_s2,consensus independent component 45_big,-0.7595311130080614
263,consensus independent component 33_s1,consensus independent component 117_big,consensus independent component 12_s3,consensus independent component 96_big,-0.7704694355348574
185,consensus independent component 173_s1,consensus independent component 67_big,consensus independent component 81_s2,consensus independent component 113_big,-0.7754610886423484
356,consensus independent component 61_s1,consensus independent component 17_big,consensus independent component 44_s2,consensus independent component 17_big,-0.7774280396546498
255,consensus independent component 30_s2,consensus independent component 158_big,consensus independent component 150_s1,consensus independent component 143_big,-0.7804684480180507
446,consensus independent component 89_s1,consensus independent component 44_big,consensus independent component 75_s2,consensus independent component 113_big,-0.7910002186506015
305,consensus independent component 46_s1,consensus independent component 116_big,consensus independent component 49_s2,consensus independent component 74_big,-0.7936545652673253
40,consensus independent component 112_s2,consensus independent component 23_big,consensus independent component 90_s3,consensus independent component 143_big,-0.7959541036785421
391,consensus independent component 71_s3,consensus independent component 54_big,consensus independent component 6_s2,consensus independent component 143_big,-0.8099201394149226
272,consensus independent component 36_s1,consensus independent component 126_big,consensus independent component 125_s2,consensus independent component 159_big,-0.8111570716615072
