,Small Component,Big Component,Small2 Component,Big2 Component,Score
357,consensus independent component 61_s2,consensus independent component 36_big,consensus independent component 38_s3,consensus independent component 55_big,-0.1941293048276552
363,consensus independent component 63_s2,consensus independent component 159_big,consensus independent component 149_s1,consensus independent component 159_big,-0.19509512201233103
421,consensus independent component 80_s3,consensus independent component 15_big,consensus independent component 28_s2,consensus independent component 15_big,-0.19728486787624255
227,consensus independent component 22_s1,consensus independent component 50_big,consensus independent component 67_s2,consensus independent component 50_big,-0.20231509181604423
35,consensus independent component 110_s3,consensus independent component 90_big,consensus independent component 52_s2,consensus independent component 77_big,-0.20362615796051883
43,consensus independent component 113_s2,consensus independent component 108_big,consensus independent component 167_s1,consensus independent component 108_big,-0.20475660611774277
199,consensus independent component 184_s1,consensus independent component 149_big,consensus independent component 117_s2,consensus independent component 129_big,-0.2050662012554258
16,consensus independent component 105_s2,consensus independent component 14_big,consensus independent component 43_s3,consensus independent component 38_big,-0.22030551694987704
213,consensus independent component 195_s1,consensus independent component 55_big,consensus independent component 38_s3,consensus independent component 55_big,-0.2208426063099181
318,consensus independent component 4_s2,consensus independent component 64_big,consensus independent component 38_s3,consensus independent component 55_big,-0.2210033498540792
285,consensus independent component 3_s2,consensus independent component 31_big,consensus independent component 3_s1,consensus independent component 31_big,-0.22214875306479775
455,consensus independent component 91_s1,consensus independent component 131_big,consensus independent component 38_s3,consensus independent component 55_big,-0.22219000182614043
253,consensus independent component 2_s3,consensus independent component 50_big,consensus independent component 67_s2,consensus independent component 50_big,-0.23174267605881738
470,consensus independent component 96_s1,consensus independent component 135_big,consensus independent component 26_s2,consensus independent component 135_big,-0.23296522210414172
149,consensus independent component 148_s3,consensus independent component 54_big,consensus independent component 49_s2,consensus independent component 74_big,-0.23772278225204785
228,consensus independent component 22_s2,consensus independent component 58_big,consensus independent component 108_s3,consensus independent component 52_big,-0.24088732808550628
478,consensus independent component 98_s3,consensus independent component 137_big,consensus independent component 166_s1,consensus independent component 137_big,-0.2445164982052342
63,consensus independent component 11_s1,consensus independent component 8_big,consensus independent component 37_s2,consensus independent component 8_big,-0.24522715530265438
211,consensus independent component 193_s1,consensus independent component 72_big,consensus independent component 48_s2,consensus independent component 72_big,-0.2501449015276307
64,consensus independent component 11_s2,consensus independent component 4_big,consensus independent component 5_s1,consensus independent component 4_big,-0.2518648161992416
156,consensus independent component 150_s3,consensus independent component 118_big,consensus independent component 49_s2,consensus independent component 74_big,-0.2546377173432894
390,consensus independent component 71_s2,consensus independent component 28_big,consensus independent component 129_s3,consensus independent component 76_big,-0.2547143042183456
205,consensus independent component 18_s1,consensus independent component 15_big,consensus independent component 28_s2,consensus independent component 15_big,-0.2554209669732673
53,consensus independent component 116_s3,consensus independent component 150_big,consensus independent component 9_s2,consensus independent component 30_big,-0.2571250251747673
453,consensus independent component 90_s2,consensus independent component 43_big,consensus independent component 27_s3,consensus independent component 43_big,-0.26274561006326763
100,consensus independent component 130_s2,consensus independent component 170_big,consensus independent component 35_s3,consensus independent component 92_big,-0.26431873662812927
441,consensus independent component 87_s2,consensus independent component 43_big,consensus independent component 95_s1,consensus independent component 43_big,-0.26519015888868036
237,consensus independent component 25_s2,consensus independent component 60_big,consensus independent component 111_s3,consensus independent component 60_big,-0.26679331831148656
251,consensus independent component 2_s1,consensus independent component 136_big,consensus independent component 58_s2,consensus independent component 136_big,-0.2674069083708176
440,consensus independent component 87_s1,consensus independent component 60_big,consensus independent component 25_s2,consensus independent component 60_big,-0.26820839482897185
393,consensus independent component 72_s2,consensus independent component 23_big,consensus independent component 38_s3,consensus independent component 55_big,-0.2780313713969955
214,consensus independent component 196_s1,consensus independent component 69_big,consensus independent component 77_s2,consensus independent component 36_big,-0.28078191007482445
174,consensus independent component 165_s1,consensus independent component 49_big,consensus independent component 58_s3,consensus independent component 49_big,-0.28150093855996156
208,consensus independent component 190_s1,consensus independent component 73_big,consensus independent component 19_s2,consensus independent component 70_big,-0.2817908350578432
132,consensus independent component 140_s1,consensus independent component 123_big,consensus independent component 51_s2,consensus independent component 123_big,-0.2876294776683836
325,consensus independent component 51_s3,consensus independent component 61_big,consensus independent component 98_s2,consensus independent component 61_big,-0.2904350110361414
238,consensus independent component 25_s3,consensus independent component 90_big,consensus independent component 52_s2,consensus independent component 77_big,-0.29103612349680075
418,consensus independent component 7_s3,consensus independent component 79_big,consensus independent component 57_s2,consensus independent component 79_big,-0.2911024266982075
154,consensus independent component 14_s3,consensus independent component 2_big,consensus independent component 1_s2,consensus independent component 2_big,-0.2926146326020492
419,consensus independent component 80_s1,consensus independent component 45_big,consensus independent component 106_s2,consensus independent component 45_big,-0.2928854599760339
385,consensus independent component 6_s3,consensus independent component 4_big,consensus independent component 11_s2,consensus independent component 4_big,-0.29348784825219415
46,consensus independent component 114_s2,consensus independent component 125_big,consensus independent component 35_s3,consensus independent component 92_big,-0.29679719028567075
25,consensus independent component 108_s2,consensus independent component 115_big,consensus independent component 54_s3,consensus independent component 31_big,-0.2977187884224011
291,consensus independent component 41_s2,consensus independent component 20_big,consensus independent component 102_s1,consensus independent component 20_big,-0.2984675168704174
474,consensus independent component 97_s2,consensus independent component 108_big,consensus independent component 4_s3,consensus independent component 108_big,-0.29874290949626847
244,consensus independent component 27_s3,consensus independent component 43_big,consensus independent component 95_s1,consensus independent component 43_big,-0.2991317383837448
177,consensus independent component 168_s1,consensus independent component 25_big,consensus independent component 13_s2,consensus independent component 25_big,-0.301070677508745
124,consensus independent component 138_s2,consensus independent component 162_big,consensus independent component 19_s3,consensus independent component 45_big,-0.30137311643094883
160,consensus independent component 154_s1,consensus independent component 56_big,consensus independent component 5_s2,consensus independent component 56_big,-0.3019889282051797
476,consensus independent component 98_s1,consensus independent component 124_big,consensus independent component 5_s3,consensus independent component 124_big,-0.3047109317316914
158,consensus independent component 152_s1,consensus independent component 150_big,consensus independent component 9_s2,consensus independent component 30_big,-0.31041076792182287
19,consensus independent component 106_s2,consensus independent component 45_big,consensus independent component 94_s3,consensus independent component 128_big,-0.3135499027938293
239,consensus independent component 26_s1,consensus independent component 75_big,consensus independent component 93_s2,consensus independent component 75_big,-0.31421528422839917
189,consensus independent component 177_s1,consensus independent component 64_big,consensus independent component 139_s3,consensus independent component 138_big,-0.3149535670419013
193,consensus independent component 17_s2,consensus independent component 55_big,consensus independent component 85_s1,consensus independent component 55_big,-0.3173138077040788
183,consensus independent component 171_s1,consensus independent component 137_big,consensus independent component 98_s3,consensus independent component 137_big,-0.3214320939716767
105,consensus independent component 132_s1,consensus independent component 139_big,consensus independent component 54_s3,consensus independent component 31_big,-0.3250985552147669
444,consensus independent component 88_s2,consensus independent component 105_big,consensus independent component 136_s1,consensus independent component 105_big,-0.3297455465937754
432,consensus independent component 84_s2,consensus independent component 170_big,consensus independent component 66_s1,consensus independent component 170_big,-0.3317846610975976
71,consensus independent component 121_s3,consensus independent component 95_big,consensus independent component 52_s2,consensus independent component 77_big,-0.3336072295538132
316,consensus independent component 49_s3,consensus independent component 90_big,consensus independent component 52_s2,consensus independent component 77_big,-0.33390864781273205
426,consensus independent component 82_s2,consensus independent component 88_big,consensus independent component 68_s3,consensus independent component 88_big,-0.3377768226409656
166,consensus independent component 15_s1,consensus independent component 89_big,consensus independent component 104_s3,consensus independent component 89_big,-0.3401547024576276
197,consensus independent component 182_s1,consensus independent component 100_big,consensus independent component 119_s3,consensus independent component 100_big,-0.3406955151098847
15,consensus independent component 105_s1,consensus independent component 51_big,consensus independent component 60_s2,consensus independent component 51_big,-0.3420098022923723
134,consensus independent component 141_s1,consensus independent component 110_big,consensus independent component 20_s2,consensus independent component 111_big,-0.3442010745819971
103,consensus independent component 131_s2,consensus independent component 156_big,consensus independent component 4_s3,consensus independent component 108_big,-0.3496414560426147
273,consensus independent component 36_s2,consensus independent component 91_big,consensus independent component 111_s1,consensus independent component 91_big,-0.3529878298928407
196,consensus independent component 181_s1,consensus independent component 139_big,consensus independent component 3_s2,consensus independent component 31_big,-0.3540588271235279
309,consensus independent component 47_s2,consensus independent component 92_big,consensus independent component 39_s1,consensus independent component 92_big,-0.35547274158340153
67,consensus independent component 120_s2,consensus independent component 134_big,consensus independent component 5_s3,consensus independent component 124_big,-0.35561044715374457
271,consensus independent component 35_s3,consensus independent component 92_big,consensus independent component 47_s2,consensus independent component 92_big,-0.35597672740255254
39,consensus independent component 112_s1,consensus independent component 61_big,consensus independent component 51_s3,consensus independent component 61_big,-0.3579539698898483
265,consensus independent component 33_s3,consensus independent component 51_big,consensus independent component 60_s2,consensus independent component 51_big,-0.3587417831779451
445,consensus independent component 88_s3,consensus independent component 112_big,consensus independent component 152_s1,consensus independent component 150_big,-0.361262601800725
336,consensus independent component 55_s2,consensus independent component 147_big,consensus independent component 158_s1,consensus independent component 147_big,-0.3623901384437091
277,consensus independent component 37_s3,consensus independent component 88_big,consensus independent component 82_s2,consensus independent component 88_big,-0.3630251651958314
392,consensus independent component 72_s1,consensus independent component 125_big,consensus independent component 114_s2,consensus independent component 125_big,-0.3632247298229365
387,consensus independent component 70_s2,consensus independent component 12_big,consensus independent component 139_s3,consensus independent component 138_big,-0.3638226137167119
280,consensus independent component 38_s3,consensus independent component 55_big,consensus independent component 17_s2,consensus independent component 55_big,-0.3642224018047704
50,consensus independent component 115_s3,consensus independent component 143_big,consensus independent component 18_s2,consensus independent component 142_big,-0.37318093389549906
270,consensus independent component 35_s2,consensus independent component 137_big,consensus independent component 98_s3,consensus independent component 137_big,-0.37357281955540916
98,consensus independent component 12_s3,consensus independent component 96_big,consensus independent component 24_s2,consensus independent component 97_big,-0.37450701699613315
48,consensus independent component 115_s1,consensus independent component 25_big,consensus independent component 13_s2,consensus independent component 25_big,-0.3796052860332434
472,consensus independent component 96_s3,consensus independent component 131_big,consensus independent component 105_s2,consensus independent component 14_big,-0.3804536574326659
224,consensus independent component 21_s1,consensus independent component 32_big,consensus independent component 33_s2,consensus independent component 32_big,-0.3810269618389484
274,consensus independent component 36_s3,consensus independent component 110_big,consensus independent component 52_s2,consensus independent component 77_big,-0.38179060208655724
116,consensus independent component 135_s3,consensus independent component 53_big,consensus independent component 70_s2,consensus independent component 12_big,-0.3823038849357904
466,consensus independent component 94_s3,consensus independent component 128_big,consensus independent component 51_s2,consensus independent component 123_big,-0.3882902171162782
91,consensus independent component 128_s2,consensus independent component 49_big,consensus independent component 114_s3,consensus independent component 132_big,-0.3883586482090706
374,consensus independent component 67_s1,consensus independent component 2_big,consensus independent component 1_s2,consensus independent component 2_big,-0.3939961470286585
358,consensus independent component 61_s3,consensus independent component 138_big,consensus independent component 96_s2,consensus independent component 1_big,-0.39533303589502977
436,consensus independent component 85_s3,consensus independent component 109_big,consensus independent component 82_s2,consensus independent component 88_big,-0.39606717810911557
464,consensus independent component 94_s1,consensus independent component 135_big,consensus independent component 26_s2,consensus independent component 135_big,-0.39651418713809733
198,consensus independent component 183_s1,consensus independent component 72_big,consensus independent component 48_s2,consensus independent component 72_big,-0.39702165326446953
49,consensus independent component 115_s2,consensus independent component 131_big,consensus independent component 61_s3,consensus independent component 138_big,-0.39713699074780484
70,consensus independent component 121_s2,consensus independent component 18_big,consensus independent component 20_s3,consensus independent component 11_big,-0.4017863321914448
286,consensus independent component 3_s3,consensus independent component 5_big,consensus independent component 82_s2,consensus independent component 88_big,-0.40319487317511604
430,consensus independent component 83_s3,consensus independent component 150_big,consensus independent component 70_s2,consensus independent component 12_big,-0.4071910525326039
330,consensus independent component 53_s2,consensus independent component 100_big,consensus independent component 134_s1,consensus independent component 100_big,-0.4083846440034079
84,consensus independent component 126_s1,consensus independent component 128_big,consensus independent component 23_s3,consensus independent component 137_big,-0.41045764145731106
121,consensus independent component 137_s2,consensus independent component 10_big,consensus independent component 111_s3,consensus independent component 60_big,-0.41224276960338135
10,consensus independent component 103_s2,consensus independent component 152_big,consensus independent component 145_s3,consensus independent component 6_big,-0.41239615949212205
184,consensus independent component 172_s1,consensus independent component 53_big,consensus independent component 125_s2,consensus independent component 159_big,-0.4125243687428874
112,consensus independent component 134_s2,consensus independent component 24_big,consensus independent component 61_s3,consensus independent component 138_big,-0.41277027424117063
216,consensus independent component 19_s2,consensus independent component 70_big,consensus independent component 86_s1,consensus independent component 70_big,-0.41293268728819565
378,consensus independent component 68_s2,consensus independent component 109_big,consensus independent component 145_s3,consensus independent component 6_big,-0.4133110330656595
312,consensus independent component 48_s2,consensus independent component 72_big,consensus independent component 61_s3,consensus independent component 138_big,-0.41427337158669736
173,consensus independent component 164_s1,consensus independent component 151_big,consensus independent component 6_s3,consensus independent component 4_big,-0.41641939395867156
428,consensus independent component 83_s1,consensus independent component 56_big,consensus independent component 5_s2,consensus independent component 56_big,-0.41675977988790536
389,consensus independent component 71_s1,consensus independent component 41_big,consensus independent component 102_s2,consensus independent component 41_big,-0.4171958778267768
399,consensus independent component 74_s2,consensus independent component 71_big,consensus independent component 106_s3,consensus independent component 161_big,-0.4178945118861092
114,consensus independent component 135_s1,consensus independent component 101_big,consensus independent component 55_s2,consensus independent component 147_big,-0.4208901116041421
102,consensus independent component 131_s1,consensus independent component 112_big,consensus independent component 126_s2,consensus independent component 112_big,-0.4211368779573243
417,consensus independent component 7_s2,consensus independent component 106_big,consensus independent component 184_s1,consensus independent component 149_big,-0.4213081117192214
30,consensus independent component 10_s1,consensus independent component 131_big,consensus independent component 115_s2,consensus independent component 131_big,-0.42241110497539575
461,consensus independent component 93_s1,consensus independent component 87_big,consensus independent component 14_s2,consensus independent component 87_big,-0.42334770583582704
287,consensus independent component 40_s1,consensus independent component 48_big,consensus independent component 27_s2,consensus independent component 48_big,-0.42382016802161077
68,consensus independent component 120_s3,consensus independent component 17_big,consensus independent component 121_s2,consensus independent component 18_big,-0.4260462701932717
88,consensus independent component 127_s2,consensus independent component 91_big,consensus independent component 111_s3,consensus independent component 60_big,-0.42781605135202605
459,consensus independent component 92_s2,consensus independent component 139_big,consensus independent component 54_s3,consensus independent component 31_big,-0.42968486783664567
148,consensus independent component 148_s1,consensus independent component 140_big,consensus independent component 51_s2,consensus independent component 123_big,-0.43007147685568137
405,consensus independent component 76_s2,consensus independent component 108_big,consensus independent component 65_s1,consensus independent component 108_big,-0.4330472695866922
443,consensus independent component 88_s1,consensus independent component 84_big,consensus independent component 123_s2,consensus independent component 84_big,-0.43398353346984697
415,consensus independent component 79_s3,consensus independent component 100_big,consensus independent component 121_s2,consensus independent component 18_big,-0.43451100322736746
383,consensus independent component 6_s1,consensus independent component 5_big,consensus independent component 15_s2,consensus independent component 5_big,-0.43466399262612515
431,consensus independent component 84_s1,consensus independent component 57_big,consensus independent component 25_s2,consensus independent component 60_big,-0.43494019841445264
58,consensus independent component 118_s2,consensus independent component 171_big,consensus independent component 145_s3,consensus independent component 6_big,-0.43611641791215683
135,consensus independent component 141_s3,consensus independent component 71_big,consensus independent component 74_s2,consensus independent component 71_big,-0.43867696437601345
11,consensus independent component 103_s3,consensus independent component 130_big,consensus independent component 8_s2,consensus independent component 130_big,-0.4393562038129921
438,consensus independent component 86_s2,consensus independent component 149_big,consensus independent component 111_s1,consensus independent component 91_big,-0.4416943609599607
81,consensus independent component 125_s1,consensus independent component 168_big,consensus independent component 24_s3,consensus independent component 150_big,-0.4427533373827218
13,consensus independent component 104_s2,consensus independent component 23_big,consensus independent component 14_s3,consensus independent component 2_big,-0.44538874159736486
409,consensus independent component 77_s3,consensus independent component 25_big,consensus independent component 168_s1,consensus independent component 25_big,-0.44791931523772865
62,consensus independent component 119_s3,consensus independent component 100_big,consensus independent component 14_s2,consensus independent component 87_big,-0.44850236021440604
468,consensus independent component 95_s2,consensus independent component 7_big,consensus independent component 42_s1,consensus independent component 7_big,-0.44889010254196837
242,consensus independent component 27_s1,consensus independent component 130_big,consensus independent component 8_s2,consensus independent component 130_big,-0.4501335946265006
360,consensus independent component 62_s2,consensus independent component 133_big,consensus independent component 4_s3,consensus independent component 108_big,-0.45057337840027534
125,consensus independent component 138_s3,consensus independent component 54_big,consensus independent component 90_s2,consensus independent component 43_big,-0.45058836750718045
250,consensus independent component 29_s3,consensus independent component 170_big,consensus independent component 66_s1,consensus independent component 170_big,-0.4509829188289378
479,consensus independent component 99_s1,consensus independent component 152_big,consensus independent component 14_s3,consensus independent component 2_big,-0.4526502010491902
128,consensus independent component 139_s3,consensus independent component 138_big,consensus independent component 27_s2,consensus independent component 48_big,-0.4533487047529452
59,consensus independent component 118_s3,consensus independent component 112_big,consensus independent component 126_s2,consensus independent component 112_big,-0.4542225670719647
108,consensus independent component 133_s1,consensus independent component 82_big,consensus independent component 89_s2,consensus independent component 113_big,-0.454312021055844
34,consensus independent component 110_s2,consensus independent component 109_big,consensus independent component 32_s3,consensus independent component 109_big,-0.45646521500360016
138,consensus independent component 143_s1,consensus independent component 47_big,consensus independent component 65_s3,consensus independent component 47_big,-0.45693629956776327
456,consensus independent component 91_s2,consensus independent component 53_big,consensus independent component 48_s3,consensus independent component 106_big,-0.45834629359401746
249,consensus independent component 29_s2,consensus independent component 11_big,consensus independent component 4_s3,consensus independent component 108_big,-0.46406757461787274
