,Small Component,Big Component,Small2 Component,Big2 Component,Score
666,consensus independent component 98_s4,consensus independent component 54_big,consensus independent component 35_s3,consensus independent component 87_big,0.07389378979949901
172,consensus independent component 141_s3,consensus independent component 143_big,consensus independent component 84_s2,consensus independent component 53_big,0.07326979744379555
206,consensus independent component 155_s4,consensus independent component 42_big,consensus independent component 102_s3,consensus independent component 54_big,0.07320510337452082
515,consensus independent component 64_s1,consensus independent component 170_big,consensus independent component 120_s4,consensus independent component 84_big,0.07006540033169387
552,consensus independent component 72_s2,consensus independent component 110_big,consensus independent component 55_s4,consensus independent component 110_big,0.0672479794037601
440,consensus independent component 47_s2,consensus independent component 72_big,consensus independent component 156_s4,consensus independent component 20_big,0.06700278528843386
133,consensus independent component 130_s2,consensus independent component 39_big,consensus independent component 194_s4,consensus independent component 72_big,0.06525239263142783
631,consensus independent component 90_s1,consensus independent component 168_big,consensus independent component 133_s2,consensus independent component 171_big,0.06358350245780271
47,consensus independent component 110_s4,consensus independent component 6_big,consensus independent component 62_s2,consensus independent component 131_big,0.060435110974628774
637,consensus independent component 91_s3,consensus independent component 150_big,consensus independent component 12_s2,consensus independent component 150_big,0.058815265247422976
184,consensus independent component 146_s4,consensus independent component 157_big,consensus independent component 11_s1,consensus independent component 24_big,0.05735392632455858
497,consensus independent component 5_s3,consensus independent component 41_big,consensus independent component 101_s1,consensus independent component 41_big,0.0527655583303438
303,consensus independent component 196_s2,consensus independent component 118_big,consensus independent component 194_s4,consensus independent component 72_big,0.05257102586908993
444,consensus independent component 48_s2,consensus independent component 84_big,consensus independent component 5_s1,consensus independent component 72_big,0.05250126433066196
419,consensus independent component 42_s1,consensus independent component 157_big,consensus independent component 61_s4,consensus independent component 8_big,0.05194836309107964
408,consensus independent component 3_s2,consensus independent component 118_big,consensus independent component 151_s4,consensus independent component 139_big,0.05157468327384557
211,consensus independent component 158_s2,consensus independent component 6_big,consensus independent component 159_s4,consensus independent component 55_big,0.04878019476522884
28,consensus independent component 107_s1,consensus independent component 89_big,consensus independent component 20_s2,consensus independent component 91_big,0.04866550311141164
561,consensus independent component 74_s3,consensus independent component 60_big,consensus independent component 96_s2,consensus independent component 60_big,0.04670929310184635
568,consensus independent component 76_s2,consensus independent component 17_big,consensus independent component 5_s1,consensus independent component 72_big,0.0461068539407748
244,consensus independent component 170_s4,consensus independent component 157_big,consensus independent component 28_s1,consensus independent component 2_big,0.04539038795494674
613,consensus independent component 86_s3,consensus independent component 130_big,consensus independent component 192_s4,consensus independent component 156_big,0.045077810201688134
227,consensus independent component 164_s2,consensus independent component 83_big,consensus independent component 165_s4,consensus independent component 83_big,0.04469203962954291
217,consensus independent component 15_s3,consensus independent component 6_big,consensus independent component 98_s1,consensus independent component 108_big,0.04421855383380241
150,consensus independent component 135_s3,consensus independent component 27_big,consensus independent component 42_s2,consensus independent component 15_big,0.04382171712631605
4,consensus independent component 101_s1,consensus independent component 41_big,consensus independent component 157_s2,consensus independent component 41_big,0.04369740877108591
218,consensus independent component 15_s4,consensus independent component 153_big,consensus independent component 46_s2,consensus independent component 135_big,0.0416282123188252
639,consensus independent component 92_s1,consensus independent component 124_big,consensus independent component 126_s2,consensus independent component 91_big,0.04102656370644166
285,consensus independent component 189_s2,consensus independent component 37_big,consensus independent component 173_s4,consensus independent component 168_big,0.03976847547297896
615,consensus independent component 87_s1,consensus independent component 165_big,consensus independent component 190_s2,consensus independent component 63_big,0.03970524185932016
329,consensus independent component 21_s3,consensus independent component 160_big,consensus independent component 174_s4,consensus independent component 60_big,0.03941855499954658
70,consensus independent component 116_s3,consensus independent component 140_big,consensus independent component 174_s4,consensus independent component 60_big,0.03808215502368979
259,consensus independent component 178_s2,consensus independent component 42_big,consensus independent component 173_s4,consensus independent component 168_big,0.03722310385048638
556,consensus independent component 73_s2,consensus independent component 53_big,consensus independent component 19_s1,consensus independent component 16_big,0.03721708100260193
363,consensus independent component 2_s1,consensus independent component 38_big,consensus independent component 159_s4,consensus independent component 55_big,0.03674284736341403
499,consensus independent component 60_s1,consensus independent component 89_big,consensus independent component 88_s2,consensus independent component 89_big,0.035809149262682916
300,consensus independent component 194_s4,consensus independent component 72_big,consensus independent component 29_s2,consensus independent component 72_big,0.035227976835404906
429,consensus independent component 44_s3,consensus independent component 90_big,consensus independent component 98_s4,consensus independent component 54_big,0.03418187973009479
373,consensus independent component 31_s3,consensus independent component 28_big,consensus independent component 98_s4,consensus independent component 54_big,0.032102768714775506
473,consensus independent component 54_s3,consensus independent component 157_big,consensus independent component 143_s4,consensus independent component 153_big,0.030609581632988922
146,consensus independent component 134_s2,consensus independent component 124_big,consensus independent component 101_s4,consensus independent component 129_big,0.029814374022983925
389,consensus independent component 35_s3,consensus independent component 87_big,consensus independent component 98_s4,consensus independent component 54_big,0.0297513690098182
433,consensus independent component 45_s3,consensus independent component 56_big,consensus independent component 94_s4,consensus independent component 134_big,0.025284325914501665
381,consensus independent component 33_s3,consensus independent component 101_big,consensus independent component 98_s4,consensus independent component 54_big,0.022770779631950205
113,consensus independent component 126_s2,consensus independent component 91_big,consensus independent component 51_s4,consensus independent component 149_big,0.02262714796725035
645,consensus independent component 93_s3,consensus independent component 15_big,consensus independent component 42_s2,consensus independent component 15_big,0.022327521824568985
199,consensus independent component 152_s2,consensus independent component 170_big,consensus independent component 1_s4,consensus independent component 170_big,0.022159814498873553
417,consensus independent component 41_s3,consensus independent component 170_big,consensus independent component 1_s4,consensus independent component 170_big,0.02141260755058813
198,consensus independent component 151_s4,consensus independent component 139_big,consensus independent component 119_s2,consensus independent component 139_big,0.02076810708601498
143,consensus independent component 133_s2,consensus independent component 171_big,consensus independent component 66_s1,consensus independent component 105_big,0.02075524959203992
409,consensus independent component 3_s3,consensus independent component 20_big,consensus independent component 11_s2,consensus independent component 50_big,0.020393399872115837
630,consensus independent component 8_s4,consensus independent component 168_big,consensus independent component 39_s3,consensus independent component 138_big,0.019709256665643562
496,consensus independent component 5_s2,consensus independent component 30_big,consensus independent component 102_s3,consensus independent component 54_big,0.017687042308422968
565,consensus independent component 75_s3,consensus independent component 72_big,consensus independent component 110_s2,consensus independent component 107_big,0.017645673378850146
325,consensus independent component 20_s3,consensus independent component 50_big,consensus independent component 12_s4,consensus independent component 50_big,0.017184249286854025
38,consensus independent component 109_s3,consensus independent component 65_big,consensus independent component 12_s2,consensus independent component 150_big,0.016371982685564487
580,consensus independent component 79_s2,consensus independent component 52_big,consensus independent component 1_s4,consensus independent component 170_big,0.01477479797094447
282,consensus independent component 187_s4,consensus independent component 140_big,consensus independent component 130_s2,consensus independent component 39_big,0.013784316832697333
649,consensus independent component 94_s3,consensus independent component 40_big,consensus independent component 1_s4,consensus independent component 170_big,0.012900559548910479
523,consensus independent component 66_s1,consensus independent component 105_big,consensus independent component 133_s2,consensus independent component 171_big,0.012862863904645722
644,consensus independent component 93_s2,consensus independent component 63_big,consensus independent component 87_s1,consensus independent component 165_big,0.012465618480687807
621,consensus independent component 88_s3,consensus independent component 109_big,consensus independent component 197_s4,consensus independent component 138_big,0.01222854445476737
72,consensus independent component 117_s1,consensus independent component 140_big,consensus independent component 159_s4,consensus independent component 55_big,0.011537477962200601
265,consensus independent component 17_s3,consensus independent component 45_big,consensus independent component 197_s4,consensus independent component 138_big,0.01085312179760553
126,consensus independent component 129_s3,consensus independent component 54_big,consensus independent component 97_s4,consensus independent component 60_big,0.010605731561537976
94,consensus independent component 121_s3,consensus independent component 92_big,consensus independent component 74_s1,consensus independent component 122_big,0.00988790871786751
57,consensus independent component 113_s2,consensus independent component 169_big,consensus independent component 174_s4,consensus independent component 60_big,0.009759339775973645
39,consensus independent component 109_s4,consensus independent component 153_big,consensus independent component 31_s1,consensus independent component 156_big,0.009487761171018946
169,consensus independent component 140_s3,consensus independent component 78_big,consensus independent component 116_s4,consensus independent component 78_big,0.00918577456254066
297,consensus independent component 193_s2,consensus independent component 132_big,consensus independent component 174_s4,consensus independent component 60_big,0.008810808068658228
445,consensus independent component 48_s3,consensus independent component 163_big,consensus independent component 180_s4,consensus independent component 47_big,0.007816556790693457
380,consensus independent component 33_s2,consensus independent component 27_big,consensus independent component 173_s4,consensus independent component 168_big,0.007677838957770251
30,consensus independent component 107_s3,consensus independent component 22_big,consensus independent component 30_s4,consensus independent component 136_big,0.007457371618951172
138,consensus independent component 131_s3,consensus independent component 2_big,consensus independent component 98_s1,consensus independent component 108_big,0.006808413700058066
110,consensus independent component 125_s3,consensus independent component 76_big,consensus independent component 146_s2,consensus independent component 28_big,0.006483156162501447
560,consensus independent component 74_s2,consensus independent component 106_big,consensus independent component 37_s3,consensus independent component 106_big,0.0061549654810133525
322,consensus independent component 201_s4,consensus independent component 153_big,consensus independent component 100_s2,consensus independent component 17_big,0.005425171323179212
293,consensus independent component 191_s2,consensus independent component 58_big,consensus independent component 129_s4,consensus independent component 138_big,0.0044375014405469496
633,consensus independent component 90_s3,consensus independent component 90_big,consensus independent component 58_s1,consensus independent component 35_big,0.0043804348876156085
127,consensus independent component 129_s4,consensus independent component 138_big,consensus independent component 118_s3,consensus independent component 54_big,0.004213923008520741
603,consensus independent component 84_s1,consensus independent component 56_big,consensus independent component 28_s2,consensus independent component 56_big,0.004206991894042333
114,consensus independent component 126_s3,consensus independent component 156_big,consensus independent component 106_s1,consensus independent component 137_big,0.00390478123861715
625,consensus independent component 89_s3,consensus independent component 75_big,consensus independent component 196_s4,consensus independent component 150_big,0.0033949678121210844
144,consensus independent component 133_s3,consensus independent component 89_big,consensus independent component 174_s4,consensus independent component 60_big,0.003053685853862842
311,consensus independent component 19_s1,consensus independent component 16_big,consensus independent component 73_s2,consensus independent component 53_big,0.002842627921328389
253,consensus independent component 175_s2,consensus independent component 151_big,consensus independent component 188_s4,consensus independent component 151_big,0.001918994588580497
423,consensus independent component 43_s1,consensus independent component 95_big,consensus independent component 74_s4,consensus independent component 137_big,0.0014675624347448013
549,consensus independent component 71_s3,consensus independent component 6_big,consensus independent component 30_s4,consensus independent component 136_big,0.0011112453780247472
371,consensus independent component 31_s1,consensus independent component 156_big,consensus independent component 71_s2,consensus independent component 156_big,0.0008014566636916076
602,consensus independent component 83_s4,consensus independent component 171_big,consensus independent component 149_s2,consensus independent component 110_big,0.0007851381904208227
0,consensus independent component 100_s1,consensus independent component 62_big,consensus independent component 66_s2,consensus independent component 8_big,0.0004270488232020475
36,consensus independent component 109_s1,consensus independent component 89_big,consensus independent component 51_s4,consensus independent component 149_big,0.00011617190194192911
223,consensus independent component 162_s2,consensus independent component 47_big,consensus independent component 134_s4,consensus independent component 47_big,-0.0007557098729875367
237,consensus independent component 169_s2,consensus independent component 52_big,consensus independent component 104_s4,consensus independent component 89_big,-0.0008457909993949894
364,consensus independent component 2_s2,consensus independent component 134_big,consensus independent component 181_s4,consensus independent component 134_big,-0.0012200000417889184
54,consensus independent component 112_s3,consensus independent component 163_big,consensus independent component 116_s4,consensus independent component 78_big,-0.0019329964050280313
310,consensus independent component 199_s4,consensus independent component 96_big,consensus independent component 56_s2,consensus independent component 168_big,-0.0024364532898726865
337,consensus independent component 23_s3,consensus independent component 143_big,consensus independent component 164_s4,consensus independent component 143_big,-0.002491906709455649
34,consensus independent component 108_s3,consensus independent component 87_big,consensus independent component 126_s4,consensus independent component 87_big,-0.002560708462894315
159,consensus independent component 138_s3,consensus independent component 6_big,consensus independent component 114_s1,consensus independent component 118_big,-0.003311112122497767
501,consensus independent component 60_s3,consensus independent component 90_big,consensus independent component 58_s1,consensus independent component 35_big,-0.0034748778828164045
22,consensus independent component 105_s3,consensus independent component 105_big,consensus independent component 174_s4,consensus independent component 60_big,-0.003721358068927552
664,consensus independent component 98_s2,consensus independent component 157_big,consensus independent component 165_s4,consensus independent component 83_big,-0.004310868139894841
77,consensus independent component 118_s2,consensus independent component 137_big,consensus independent component 174_s4,consensus independent component 60_big,-0.004422340606949113
617,consensus independent component 87_s3,consensus independent component 156_big,consensus independent component 70_s4,consensus independent component 51_big,-0.00533930718590709
391,consensus independent component 36_s1,consensus independent component 74_big,consensus independent component 31_s2,consensus independent component 70_big,-0.005379559441779411
447,consensus independent component 49_s1,consensus independent component 157_big,consensus independent component 20_s2,consensus independent component 91_big,-0.0058806303229029105
271,consensus independent component 182_s2,consensus independent component 19_big,consensus independent component 128_s3,consensus independent component 6_big,-0.006005463609045164
629,consensus independent component 8_s3,consensus independent component 154_big,consensus independent component 32_s1,consensus independent component 20_big,-0.00637965084917011
134,consensus independent component 130_s3,consensus independent component 15_big,consensus independent component 43_s4,consensus independent component 15_big,-0.006576644318546154
65,consensus independent component 115_s2,consensus independent component 47_big,consensus independent component 134_s4,consensus independent component 47_big,-0.007110108786588687
264,consensus independent component 17_s2,consensus independent component 124_big,consensus independent component 20_s3,consensus independent component 50_big,-0.007183620660462707
443,consensus independent component 48_s1,consensus independent component 109_big,consensus independent component 20_s2,consensus independent component 91_big,-0.007219707672136436
495,consensus independent component 5_s1,consensus independent component 72_big,consensus independent component 29_s2,consensus independent component 72_big,-0.0072631006646315666
505,consensus independent component 61_s3,consensus independent component 143_big,consensus independent component 146_s2,consensus independent component 28_big,-0.007512749864037216
50,consensus independent component 111_s3,consensus independent component 60_big,consensus independent component 97_s4,consensus independent component 60_big,-0.008075943901052283
469,consensus independent component 53_s3,consensus independent component 69_big,consensus independent component 27_s4,consensus independent component 69_big,-0.008278187629571415
533,consensus independent component 68_s3,consensus independent component 18_big,consensus independent component 12_s2,consensus independent component 150_big,-0.008456148335766009
583,consensus independent component 7_s1,consensus independent component 76_big,consensus independent component 20_s2,consensus independent component 91_big,-0.00923472202895731
605,consensus independent component 84_s3,consensus independent component 159_big,consensus independent component 133_s4,consensus independent component 159_big,-0.009466214297822018
365,consensus independent component 2_s3,consensus independent component 101_big,consensus independent component 49_s2,consensus independent component 101_big,-0.010248722314698713
412,consensus independent component 40_s2,consensus independent component 32_big,consensus independent component 35_s4,consensus independent component 32_big,-0.01138441733303952
232,consensus independent component 166_s4,consensus independent component 131_big,consensus independent component 82_s3,consensus independent component 3_big,-0.011789067940104703
641,consensus independent component 92_s3,consensus independent component 105_big,consensus independent component 157_s2,consensus independent component 41_big,-0.012720826634132591
276,consensus independent component 184_s4,consensus independent component 32_big,consensus independent component 40_s2,consensus independent component 32_big,-0.013338491811089495
353,consensus independent component 27_s3,consensus independent component 64_big,consensus independent component 78_s2,consensus independent component 48_big,-0.013511360797528724
117,consensus independent component 127_s2,consensus independent component 153_big,consensus independent component 15_s4,consensus independent component 153_big,-0.013850086967043068
243,consensus independent component 170_s2,consensus independent component 147_big,consensus independent component 45_s1,consensus independent component 123_big,-0.014664933561313195
665,consensus independent component 98_s3,consensus independent component 68_big,consensus independent component 104_s4,consensus independent component 89_big,-0.014784912042673168
396,consensus independent component 37_s2,consensus independent component 145_big,consensus independent component 121_s1,consensus independent component 145_big,-0.015088608038434759
624,consensus independent component 89_s2,consensus independent component 84_big,consensus independent component 71_s1,consensus independent component 14_big,-0.015130556472342328
532,consensus independent component 68_s2,consensus independent component 17_big,consensus independent component 19_s4,consensus independent component 130_big,-0.015433797081159141
195,consensus independent component 150_s2,consensus independent component 6_big,consensus independent component 17_s4,consensus independent component 6_big,-0.015563132342960924
18,consensus independent component 104_s3,consensus independent component 75_big,consensus independent component 22_s4,consensus independent component 75_big,-0.015596949274585534
185,consensus independent component 147_s2,consensus independent component 6_big,consensus independent component 17_s4,consensus independent component 6_big,-0.015729987465912948
89,consensus independent component 120_s2,consensus independent component 26_big,consensus independent component 116_s1,consensus independent component 73_big,-0.015760473518167756
76,consensus independent component 118_s1,consensus independent component 50_big,consensus independent component 12_s4,consensus independent component 50_big,-0.0157833713267701
464,consensus independent component 52_s2,consensus independent component 2_big,consensus independent component 110_s4,consensus independent component 6_big,-0.016985935810164235
589,consensus independent component 80_s3,consensus independent component 130_big,consensus independent component 36_s2,consensus independent component 25_big,-0.017042527993293977
403,consensus independent component 39_s1,consensus independent component 142_big,consensus independent component 109_s2,consensus independent component 120_big,-0.01742178968438135
528,consensus independent component 67_s2,consensus independent component 40_big,consensus independent component 140_s4,consensus independent component 153_big,-0.017462305237631003
49,consensus independent component 111_s2,consensus independent component 2_big,consensus independent component 18_s4,consensus independent component 2_big,-0.01758029713832232
56,consensus independent component 113_s1,consensus independent component 168_big,consensus independent component 105_s4,consensus independent component 160_big,-0.017719959749747133
32,consensus independent component 108_s1,consensus independent component 14_big,consensus independent component 71_s2,consensus independent component 156_big,-0.017912581523264526
609,consensus independent component 85_s3,consensus independent component 39_big,consensus independent component 133_s4,consensus independent component 159_big,-0.01817800503496471
171,consensus independent component 141_s2,consensus independent component 39_big,consensus independent component 133_s3,consensus independent component 89_big,-0.019163035162305386
668,consensus independent component 99_s2,consensus independent component 113_big,consensus independent component 24_s4,consensus independent component 31_big,-0.019680694521699044
489,consensus independent component 58_s3,consensus independent component 150_big,consensus independent component 126_s4,consensus independent component 87_big,-0.020340772040453023
653,consensus independent component 95_s3,consensus independent component 143_big,consensus independent component 164_s4,consensus independent component 143_big,-0.02061329236071456
420,consensus independent component 42_s2,consensus independent component 15_big,consensus independent component 12_s1,consensus independent component 15_big,-0.020711537837627136
401,consensus independent component 38_s3,consensus independent component 54_big,consensus independent component 71_s1,consensus independent component 14_big,-0.02117253513428327
317,consensus independent component 1_s3,consensus independent component 86_big,consensus independent component 31_s4,consensus independent component 88_big,-0.021476311910035226
25,consensus independent component 106_s2,consensus independent component 24_big,consensus independent component 135_s4,consensus independent component 24_big,-0.022173011326841463
263,consensus independent component 17_s1,consensus independent component 149_big,consensus independent component 51_s4,consensus independent component 149_big,-0.022234779481203254
163,consensus independent component 139_s4,consensus independent component 20_big,consensus independent component 68_s3,consensus independent component 18_big,-0.022520919172900007
313,consensus independent component 19_s3,consensus independent component 170_big,consensus independent component 1_s4,consensus independent component 170_big,-0.023105274933615326
193,consensus independent component 14_s3,consensus independent component 11_big,consensus independent component 30_s4,consensus independent component 136_big,-0.023985565228281394
355,consensus independent component 28_s1,consensus independent component 2_big,consensus independent component 185_s2,consensus independent component 2_big,-0.024098315175270196
632,consensus independent component 90_s2,consensus independent component 113_big,consensus independent component 58_s3,consensus independent component 150_big,-0.02482983779821655
101,consensus independent component 123_s2,consensus independent component 155_big,consensus independent component 13_s4,consensus independent component 79_big,-0.02513090755190589
295,consensus independent component 192_s2,consensus independent component 22_big,consensus independent component 178_s4,consensus independent component 53_big,-0.025194499418338276
361,consensus independent component 29_s3,consensus independent component 96_big,consensus independent component 75_s4,consensus independent component 96_big,-0.025792981299579854
485,consensus independent component 57_s3,consensus independent component 92_big,consensus independent component 25_s4,consensus independent component 92_big,-0.02586272969093084
377,consensus independent component 32_s3,consensus independent component 5_big,consensus independent component 30_s4,consensus independent component 136_big,-0.026619917038967766
581,consensus independent component 79_s3,consensus independent component 25_big,consensus independent component 195_s4,consensus independent component 25_big,-0.026978257116864343
671,consensus independent component 9_s1,consensus independent component 2_big,consensus independent component 18_s4,consensus independent component 2_big,-0.02830087923853948
129,consensus independent component 12_s2,consensus independent component 150_big,consensus independent component 196_s4,consensus independent component 150_big,-0.028432359173074462
508,consensus independent component 62_s2,consensus independent component 131_big,consensus independent component 5_s4,consensus independent component 131_big,-0.028729721746906356
669,consensus independent component 99_s3,consensus independent component 17_big,consensus independent component 57_s4,consensus independent component 17_big,-0.028735570046641637
100,consensus independent component 123_s1,consensus independent component 168_big,consensus independent component 91_s2,consensus independent component 49_big,-0.028805149466438987
553,consensus independent component 72_s3,consensus independent component 150_big,consensus independent component 185_s4,consensus independent component 60_big,-0.02884926645902057
427,consensus independent component 44_s1,consensus independent component 167_big,consensus independent component 34_s4,consensus independent component 108_big,-0.02886048910242709
216,consensus independent component 15_s2,consensus independent component 150_big,consensus independent component 196_s4,consensus independent component 150_big,-0.028998112810724203
130,consensus independent component 12_s3,consensus independent component 96_big,consensus independent component 45_s2,consensus independent component 97_big,-0.029258577353761125
136,consensus independent component 131_s1,consensus independent component 87_big,consensus independent component 126_s4,consensus independent component 87_big,-0.030057216038823054
258,consensus independent component 177_s4,consensus independent component 153_big,consensus independent component 53_s2,consensus independent component 68_big,-0.030085643856777256
449,consensus independent component 49_s3,consensus independent component 25_big,consensus independent component 91_s4,consensus independent component 25_big,-0.03015579423147466
323,consensus independent component 20_s1,consensus independent component 106_big,consensus independent component 126_s2,consensus independent component 91_big,-0.030188284241784186
616,consensus independent component 87_s2,consensus independent component 160_big,consensus independent component 105_s4,consensus independent component 160_big,-0.030680303941833298
525,consensus independent component 66_s3,consensus independent component 112_big,consensus independent component 157_s4,consensus independent component 112_big,-0.031132216475407558
147,consensus independent component 134_s3,consensus independent component 71_big,consensus independent component 3_s4,consensus independent component 71_big,-0.031274599284988894
524,consensus independent component 66_s2,consensus independent component 8_big,consensus independent component 21_s1,consensus independent component 8_big,-0.03142609169629701
592,consensus independent component 81_s2,consensus independent component 112_big,consensus independent component 157_s4,consensus independent component 112_big,-0.03177457090289554
513,consensus independent component 63_s3,consensus independent component 160_big,consensus independent component 105_s4,consensus independent component 160_big,-0.03201439422640265
224,consensus independent component 162_s4,consensus independent component 116_big,consensus independent component 110_s2,consensus independent component 107_big,-0.03208919860294521
635,consensus independent component 91_s1,consensus independent component 108_big,consensus independent component 11_s2,consensus independent component 50_big,-0.03210853074354675
359,consensus independent component 29_s1,consensus independent component 171_big,consensus independent component 165_s2,consensus independent component 148_big,-0.03232095140918609
13,consensus independent component 103_s2,consensus independent component 24_big,consensus independent component 135_s4,consensus independent component 24_big,-0.03282283657585433
161,consensus independent component 139_s2,consensus independent component 67_big,consensus independent component 149_s4,consensus independent component 67_big,-0.0330813246457462
375,consensus independent component 32_s1,consensus independent component 20_big,consensus independent component 95_s2,consensus independent component 20_big,-0.03310563691547985
112,consensus independent component 126_s1,consensus independent component 87_big,consensus independent component 126_s4,consensus independent component 87_big,-0.03313987389806791
191,consensus independent component 14_s1,consensus independent component 7_big,consensus independent component 93_s2,consensus independent component 63_big,-0.03326879076927225
