,Small Component,Big Component,Small2 Component,Big2 Component,Score
34,consensus independent component 116_s1,consensus independent component 75_big,consensus independent component 155_s2,consensus independent component 88_big,-0.4419808500786926
11,consensus independent component 105_s2,consensus independent component 78_big,consensus independent component 45_s1,consensus independent component 78_big,-0.44654991230962365
161,consensus independent component 19_s1,consensus independent component 1748_big,consensus independent component 143_s2,consensus independent component 139_big,-0.44706095744444146
264,consensus independent component 65_s2,consensus independent component 37_big,consensus independent component 141_s1,consensus independent component 37_big,-0.451612744763834
232,consensus independent component 50_s2,consensus independent component 28_big,consensus independent component 136_s1,consensus independent component 28_big,-0.4517042291916402
187,consensus independent component 30_s1,consensus independent component 87_big,consensus independent component 47_s2,consensus independent component 87_big,-0.45398702752301046
50,consensus independent component 123_s1,consensus independent component 106_big,consensus independent component 119_s2,consensus independent component 106_big,-0.4551208509852313
136,consensus independent component 178_s2,consensus independent component 123_big,consensus independent component 16_s1,consensus independent component 10_big,-0.45667016532441973
14,consensus independent component 107_s1,consensus independent component 20_big,consensus independent component 32_s2,consensus independent component 20_big,-0.4570483433942991
255,consensus independent component 61_s1,consensus independent component 97_big,consensus independent component 63_s2,consensus independent component 97_big,-0.4599307526889833
197,consensus independent component 35_s1,consensus independent component 6_big,consensus independent component 42_s2,consensus independent component 6_big,-0.4610709760957972
257,consensus independent component 62_s1,consensus independent component 111_big,consensus independent component 114_s2,consensus independent component 111_big,-0.46173720721527356
19,consensus independent component 109_s2,consensus independent component 128_big,consensus independent component 46_s1,consensus independent component 113_big,-0.4648266695851232
47,consensus independent component 121_s2,consensus independent component 105_big,consensus independent component 142_s1,consensus independent component 105_big,-0.4664436119631677
204,consensus independent component 38_s2,consensus independent component 101_big,consensus independent component 97_s1,consensus independent component 156_big,-0.46831167460340417
340,consensus independent component 9_s2,consensus independent component 86_big,consensus independent component 32_s1,consensus independent component 89_big,-0.46907929643621993
251,consensus independent component 5_s1,consensus independent component 39_big,consensus independent component 104_s2,consensus independent component 39_big,-0.4706871482837984
22,consensus independent component 110_s1,consensus independent component 120_big,consensus independent component 66_s2,consensus independent component 120_big,-0.4721194407204767
211,consensus independent component 41_s1,consensus independent component 151_big,consensus independent component 177_s2,consensus independent component 586_big,-0.4734737103244768
256,consensus independent component 61_s2,consensus independent component 47_big,consensus independent component 91_s1,consensus independent component 47_big,-0.47514362942449345
328,consensus independent component 94_s2,consensus independent component 119_big,consensus independent component 13_s1,consensus independent component 124_big,-0.47686019532248825
